Strategy,CAGR,CAGR_adj,Sharpe,MDD,CVaR_5,Turnover
Softmax,0.44242089290566167,0.44242089290566167,2.8922928833479955,-0.07219595815524499,-0.015497637729025215,0.021567710687723514
ERC,0.5543425325708682,0.5543425325708682,2.6747241807995934,-0.11797046337266855,-0.02087200680981045,0.030827067669172932
MinVar,0.5543425325708682,0.5543425325708682,2.6747241807995934,-0.11797046337266855,-0.02087200680981045,0.030827067669172932
