date,risk_return,equal_return,risk_cum,equal_cum
2018-05-04,0.006609719420572994,0.01001668441801485,1.006609719420573,1.010016684418015
2018-05-07,-0.0008186387309379178,0.0009694346084005614,1.0057856697173169,1.0109958295469519
2018-05-08,5.1735122042626403e-05,0.00020299247395997344,1.0058377041616884,1.0112010540915548
2018-05-09,-0.007087199926718764,-0.0069106790774425735,0.9987091312584626,1.0042129681239564
2018-05-10,0.0035849250533179352,0.0041377631435401,1.0022894286440884,1.0083681635317248
2018-05-11,0.0037055408745454545,0.002796894617342741,1.006003453090054,1.0111884630206063
2018-05-14,0.00541371947089001,0.005136474693442836,1.0114496735718301,1.0163824069712128
2018-05-15,-0.0052276429144725465,-0.004596453951212852,1.0061621758524368,1.0117106520407468
2018-05-16,-0.0034286331943097063,-0.002516965820743475,1.0027124148174502,1.0091642109090782
2018-05-17,-0.00041552253639566756,-0.0011192577022611765,1.0022957652115698,1.0080346960931719
2018-05-18,-0.0034224069258602637,-0.0033190877697823282,0.9988655012429494,1.0046889404618529
2018-05-21,-0.018213985344330618,-0.01734467309139205,0.9806721796423529,0.9872629392310049
2018-05-22,0.0017724296706532583,0.002042636772526079,0.9824103521107351,0.9892795588148304
2018-05-23,-0.0025789148037884723,-0.0023275905945885807,0.9798767995102817,0.9869769210183144
2018-05-24,-0.011593450430686318,-0.011088884520032188,0.9685166464069798,0.9760324479172053
2018-05-25,-0.02791305351388415,-0.027781780797171522,0.9414823894267341,0.9489165283982428
2018-05-28,0.017735491383173298,0.017321001804340895,0.9581800422318214,0.9653527132987976
2018-05-29,-0.0010789823189041952,-0.0015679066984264434,0.9571461829079263,0.9638391303132723
2018-05-30,0.012652050817566441,0.01255752624150826,0.9692560450539172,0.9759425654847738
2018-05-31,0.007944348279696777,0.007113263709231527,0.9769561526480269,0.9828847023181309
2018-06-01,0.011563233520779474,0.011396118750335934,0.9882529247806583,0.9940857731036369
2018-06-04,0.005417294418551992,0.0049350872068235924,0.9936065818341903,0.9989916730849661
2018-06-05,0.005480615768282087,0.005276746686495815,0.9990521577340595,1.004263099085754
2018-06-06,0.004084424782372517,0.004442926390867659,1.0031327111259913,1.0087249661120565
2018-06-07,-0.00015390793930732897,-3.0460228442741347e-05,1.0029783210375702,1.0086942401191528
2018-06-08,-0.0012893147199501667,-0.0008502712540971329,1.0016851663244655,1.007836576402606
2018-06-11,-0.00872191349314344,-0.008780415953330806,0.9929485549564185,0.9989873520488103
2018-06-12,0.003411308724829373,0.0033289271779887285,0.996335809025248,1.0023129081955127
2018-06-13,-0.0004984366257093264,-6.041897557092582e-05,0.995839198766524,1.002252349476398
2018-06-14,-0.000783217792932991,-0.000949112424425442,0.9950592397871499,1.0013010993191003
2018-06-15,-0.010931236963379175,-0.011153355990488618,0.9841820114444366,0.9901332317047268
2018-06-18,-0.019992326943823694,-0.020238861359664774,0.9645059228994094,0.970094062500658
2018-06-19,0.01092741370520185,0.01145664779717045,0.9750454781400487,0.9812080885048543
2018-06-20,-0.0058255262201893756,-0.005790610277190165,0.9693653251412667,0.975526294863496
2018-06-21,0.007111349539024311,0.006659705995536452,0.9762588207993562,0.9820230131782018
2018-06-22,0.005164409804321455,0.004798469926372753,0.9813006214250478,0.9867352210739434
2018-06-25,0.000501725593578714,0.00034484415566136544,0.9817929650618114,0.9870754909481159
2018-06-26,-0.002116544592352887,-0.0018451528906441735,0.9797149564707996,0.985254185752709
2018-06-27,-0.006881033500068438,-0.0069104665985734405,0.9729735050348061,0.9784456196109602
2018-06-28,0.0032685718021136373,0.0024367136409611492,0.9761537387975666,0.9808298113992049
2018-06-29,-0.012647397320421746,-0.01358620101511909,0.9638079346171786,0.967504060419914
2018-07-02,-0.01756232390875122,-0.017347509536514375,0.9468812274836071,0.950720274505163
2018-07-03,0.001499417910891477,0.0017088139725996371,0.9483009981555831,0.9523448785942712
2018-07-04,-0.0151980328725449,-0.014600227642467047,0.9338886884125474,0.9384404265726571
2018-07-05,0.01173396787680125,0.01109825824500826,0.9448469082828881,0.9488554807743163
2018-07-06,-0.0011859382490846287,-0.001249171347652572,0.9437263781948261,0.9476701976946699
2018-07-09,-0.0004324242318526637,0.00013651502702762778,0.9433182880406561,0.9477995689173214
2018-07-10,-0.015482847132179088,-0.015698708714506102,0.9287130351899338,0.932920339565154
2018-07-11,1.6670896685353903e-05,0.0002676811511245756,0.9287285176689938,0.9331700647555563
2018-07-12,0.009634010922128124,0.009820744850762798,0.9376758983519088,0.9423344898638905
2018-07-13,0.004335978956994549,0.0038433126203557873,0.9417416413156436,0.9459561759013809
2018-07-16,0.0038402188463774927,0.0035108333424989247,0.9453581353150425,0.9492772703842782
2018-07-17,0.01307564555059529,0.013322487278075501,0.9577193032107938,0.961924004742339
2018-07-18,0.004479654674996706,0.004215759545984232,0.9620095549647567,0.9659792450478428
2018-07-19,0.0015075674039046981,0.0015701776785492822,0.9634598492120664,0.9674960040963588
2018-07-20,-0.00019562578788228052,8.361941124610138e-05,0.9632713716199713,0.9675769055426043
2018-07-23,-0.0029670103632376318,-0.0028523063782388224,0.9604133354777648,0.9648170797634885
2018-07-24,-0.0007060556327199145,-0.0007737226022089825,0.9597352302325114,0.9640705789818782
2018-07-25,0.0008297302709056444,0.0003876313130559296,0.96053155160509,0.9644442829262876
2018-07-26,0.006884244467899672,0.006688065381874154,0.9671440856254703,0.9708945493476734
2018-07-27,0.0064667399189262,0.0058104416493149885,0.9733983548913379,0.976535875474296
2018-07-30,0.002343906499110714,0.0024759290280752327,0.9756799096215912,0.9789537089953396
2018-07-31,-0.00044850841242217624,-0.0005864394577739947,0.9752423089742946,0.9783796119130506
2018-08-01,-0.0013558642394341737,-0.001228834164665044,0.9739200128027732,0.9771773456199201
2018-08-02,0.0019407384719313267,0.0017037878981296275,0.9758101368402035,0.9788422485557138
2018-08-03,-0.001654749133955264,-0.0021571932687304996,0.9741954158613624,0.9767306966459803
2018-08-06,-0.002653316881531753,-0.0021393642539283314,0.9716105667185466,0.9746411139078613
2018-08-07,0.0030685444486016175,0.0037172972889346454,0.9745919969292535,0.9782641446782752
2018-08-08,0.00020914082471662384,0.001128095282797558,0.9747958239032535,0.9793677198452166
2018-08-09,-0.002005571852237064,-0.001943213012086941,0.9728408008371549,0.9774645997483955
2018-08-10,0.001980234477751923,0.001897524338104621,0.9747672537323364,0.9793193626160537
2018-08-13,0.001310238817580371,0.0009110106443933261,0.9760444316262826,0.9802115329796574
2018-08-14,-0.005036698293442098,-0.004947909700618674,0.9711283903031869,0.9753615348269691
2018-08-15,0.0017205355322981375,0.0017131307490475436,0.9727992512051271,0.9770324566637193
2018-08-16,0.0013154614850474846,0.00107720321758646,0.9740789311527704,0.978084919169724
2018-08-17,0.0002979822474920646,-0.00027319667783238383,0.97436918938191,0.9778177096191688
2018-08-20,0.003458298303181293,0.0032627702603540963,0.9777388486962215,0.9810081041621618
2018-08-21,0.002125085803210988,0.0025313133739208096,0.9798166276428336,0.9834913430961523
2018-08-22,0.0034031295701945742,0.0036206414678757667,0.9831510705817333,0.987052212636263
2018-08-23,0.004657538535843598,0.00496612465812772,0.9877301345795236,0.9919540369682953
2018-08-24,0.002398125195675669,0.0020838857597425663,0.990098835101787,0.9940211558602526
2018-08-27,0.002254986210979669,0.002146682952376709,0.9923314943224486,0.9961550041298396
2018-08-28,0.0009827880020339668,-0.00021588152906951695,0.993306745809109,0.9959399526643579
2018-08-29,0.004894889984091447,0.004439006610665035,0.9981688730503006,1.0003609366980604
2018-08-30,0.0002427320407761335,-2.1174494152766853e-05,0.9984111606178953,1.0003397545612556
2018-08-31,-0.004254860883881888,-0.0038075658834547522,0.994163060024551,0.9965308950399246
2018-09-04,-0.0028886918824084984,-0.002450527349367135,0.9912912292632677,0.99408886882714
2018-09-05,-0.002000810244457261,-0.0016055016975095088,0.9893078436165171,0.9924928574607627
2018-09-06,0.004880323947899634,0.00554191228719665,0.9941359863775637,0.9979931658224794
2018-09-07,5.340585368999167e-05,-0.00016607473479282866,0.9941890790586002,0.9978274243721404
2018-09-10,0.009076986612994496,0.009350534145214737,1.0032133200200004,1.0071576437747638
2018-09-11,0.0015705512110947002,0.0012262063641502849,1.004788917914744,1.0083926268872632
2018-09-12,0.004255680019440872,0.0036395673860455005,1.0090649780364693,1.0120627398044106
2018-09-13,0.003471611466602415,0.003239457761378621,1.0125680595847677,1.0153412743018722
2018-09-14,0.0009888457263101517,0.001275943696937638,1.0135693331830862,1.0166367926010582
