date,portfolio_value,portfolio_return,drawdown
2020-03-02,10209.42082442892,0.02094208244289214,0.0
2020-03-03,10283.943949128345,0.007299446852176459,0.0
2020-03-04,10189.270148240981,-0.009205981805782552,-0.009205981805782582
2020-03-05,10259.578058535722,0.006900191011902761,-0.002369313826791841
2020-03-06,10227.140681539955,-0.003161667742152604,-0.005523490585847113
2020-03-09,9639.92204863433,-0.05741767432275173,-0.06262401892501579
2020-03-10,9939.624158296825,0.03108968186158271,-0.0334812978887058
2020-03-11,9871.62670700289,-0.006841048535741463,-0.04009329924055083
2020-03-12,9779.631375712268,-0.009319166336117787,-0.049038829452082155
2020-03-13,9598.331299597101,-0.018538538841599422,-0.06666826004913762
2020-03-16,9600.9533476518,0.0002731774902173332,-0.06641329482687752
2020-03-17,9478.868890698222,-0.012715868157346853,-0.07828466028331083
2020-03-18,9425.771958745634,-0.0056016105470867005,-0.08344775065167953
2020-03-19,9121.582148610925,-0.032272137652605545,-0.11302685100845378
2020-03-20,9227.27730231699,0.011587370697764377,-0.10274916433212533
2020-03-23,8688.928363945706,-0.05834320577274768,-0.15509765446726598
2020-03-24,8772.225936441497,0.009586633587800118,-0.1469978852631708
2020-03-25,9021.590144850283,0.02842656017019342,-0.12274996932330207
2020-03-26,8939.001505700751,-0.00915455455451768,-0.13078080258708424
2020-03-27,8899.564833625538,-0.004411753600227485,-0.1346155835106574
2020-03-30,8681.913260621406,-0.024456428721297746,-0.155779795809051
2020-03-31,8573.540117669541,-0.0124826336889835,-0.16631788737080533
2020-04-01,8896.774431846292,0.03770138236252997,-0.13488691927377017
2020-04-03,8944.376780875733,0.005350517695385018,-0.1302581164268356
2020-04-06,9023.067242304896,0.008797757893810296,-0.12260633790505238
2020-04-07,9079.734673331426,0.006280284686436109,-0.11709605592502148
2020-04-08,9052.37676564529,-0.003013073473004805,-0.11975631037812506
2020-04-09,9078.440665574155,0.0028792327809180262,-0.11722188389176968
2020-04-10,9026.228344586943,-0.0057512432928271745,-0.12229895561109161
2020-04-13,9028.209502369744,0.0002194889944246147,-0.12210630989145321
2020-04-14,9105.311531133651,0.008540124012814366,-0.11460898890785887
2020-04-15,9116.226946731436,0.001198796500313236,-0.11354758526235287
2020-04-16,9176.245219006976,0.006583674652489702,-0.10771147096880629
2020-04-17,9198.34034083447,0.0024078608733914745,-0.10556296433197598
2020-04-20,9200.276859612955,0.00021052915055648535,-0.10537465926263045
2020-04-21,9098.629012578522,-0.011048346542770104,-0.11525879005304074
2020-04-22,9121.349016150953,0.002497079894236867,-0.11304952056607931
2020-04-23,9150.36732533295,0.0031813615651165653,-0.11022781040064644
2020-04-24,9219.73225844739,0.00758056268652761,-0.1034828365406597
2020-04-27,9203.56294000752,-0.0017537731017139976,-0.10505512422715968
2020-04-28,9199.278696746072,-0.00046549833899911476,-0.10547171958032764
2020-04-29,9188.782998089686,-0.0011409262619796888,-0.10649231038754192
2020-05-04,9185.169277040612,-0.000393275262874869,-0.10684370485905492
2020-05-05,9214.256593864653,0.0031667698162894877,-0.10401528446237374
2020-05-06,9270.084042318671,0.006058812003476317,-0.09858668151294303
2020-05-07,9279.428725836187,0.0010080473353701993,-0.09767801421917499
2020-05-08,9295.370481665164,0.0017179673770854429,-0.09612785448397654
2020-05-11,9323.512277237236,0.00302750660961619,-0.09339137558917887
2020-05-12,9415.431795529083,0.00985889389734216,-0.08445321735469746
2020-05-13,9463.046421329087,0.0050570836084878855,-0.07982322072737824
2020-05-14,9420.608544888952,-0.004484589269739246,-0.08394983563796732
2020-05-15,9378.563763918186,-0.00446306422461178,-0.08803822635448122
2020-05-18,9405.764713243581,0.0029003320775026873,-0.08539323436892099
2020-05-19,9434.279867986425,0.003031667877327642,-0.08262045041717059
2020-05-20,9435.941889035625,0.0001761683003321463,-0.08245883722116121
2020-05-21,9454.147966775368,0.0019294393663972318,-0.0806884971814057
2020-05-22,9431.36189873146,-0.002410166217408944,-0.08290419070877453
2020-05-25,9458.731649788197,0.002901993513833442,-0.08024278461864742
2020-05-26,9465.287065377654,0.0006930544001219633,-0.07960534283348364
2020-05-27,9429.490778411113,-0.0037818490574342083,-0.08308613650015606
2020-05-28,9427.308238962247,-0.00023145888788201322,-0.08329836436328553
2020-05-29,9428.081165792119,8.198807234047011e-05,-0.08322320576326825
2020-06-01,9443.63154995105,0.0016493689315437903,-0.0817111026016939
2020-06-02,9412.65442462267,-0.003280213248953006,-0.08472328600930623
2020-06-03,9480.973310059295,0.007258195441437699,-0.07808002873616482
2020-06-04,9442.721166209543,-0.004034622037081947,-0.08179962736865198
2020-06-05,9564.997906180515,0.012949311731085999,-0.06990956451184926
2020-06-08,9802.32829657424,0.024812382890368467,-0.04683180450384761
2020-06-09,9759.752266331076,-0.0043434609569284076,-0.050971853346371
2020-06-10,9762.019031964463,0.000232256472452343,-0.050751435416771185
2020-06-11,9354.95522237996,-0.041698731405012145,-0.09033389634792055
2020-06-12,9448.706510222863,0.010021564573459372,-0.08121761874988398
2020-06-15,9161.632927808154,-0.030382315516320976,-0.10913235494786189
2020-06-16,9339.450039235646,0.01940888844037476,-0.09184160420990561
2020-06-17,9303.772428597538,-0.003820097595492677,-0.09531085791398974
2020-06-18,9309.447008761164,0.0006099225026380934,-0.09475906764833908
2020-06-19,9359.064459389601,0.005329795699115452,-0.0899343184204281
2020-06-22,9369.817848435372,0.001148981192771012,-0.08888867006810675
2020-06-23,9454.798712137095,0.009069638820771041,-0.08062521938011213
2020-06-24,9481.076647818529,0.0027793225939017597,-0.07806998028007206
2020-06-25,9357.233314982674,-0.01306215922896803,-0.09011237699561925
2020-06-26,9278.46956156188,-0.008417418992286688,-0.09777128235434296
2020-06-29,9027.54841911646,-0.02704337614954484,-0.12217059293855603
2020-06-30,9062.139728079761,0.003831750034156781,-0.11880697007806451
2020-07-01,9113.644252306001,0.005683483787681011,-0.11379872377868572
2020-07-02,9089.204636305421,-0.002681651304789057,-0.11617520658737035
2020-07-03,9097.414049281613,0.0009032047692490105,-0.1153769318187795
2020-07-06,9292.345356957658,0.021427111772651355,-0.09642201446019494
2020-07-07,9460.694055360898,0.018116922255497995,-0.0800519623443906
2020-07-08,9453.23878679275,-0.0007880255427902918,-0.08077690489610301
2020-07-09,9466.092775548837,0.0013597444268567006,-0.07952699641549754
2020-07-10,9415.03006111695,-0.0053942757210010284,-0.08449228159057043
2020-07-13,9378.957479115623,-0.0038313825624735178,-0.0879999418986942
2020-07-14,9378.560982369934,-4.2275140555003764e-05,-0.08803849682933651
2020-07-15,9352.23036974881,-0.0028075322718080836,-0.09059885818013491
2020-07-16,9402.121391947752,0.005334665660110734,-0.08574750713760304
2020-07-17,9316.121274945031,-0.009146884348501805,-0.09411006895514484
2020-07-20,9327.079468792319,0.001176261399340106,-0.09304450559720612
2020-07-21,9347.658768184923,0.0022064033507445593,-0.09104339595537958
2020-07-22,9312.600380370723,-0.003750499315777674,-0.09445243707692053
2020-07-23,9293.734054218896,-0.0020258923803487864,-0.09628697898468985
2020-07-24,9096.230446133237,-0.021251265307726475,-0.1154920241563332
2020-07-27,8926.212865288675,-0.018690993137364616,-0.13202435666277135
2020-07-28,9059.26922851087,0.014906250302366336,-0.11908609446682927
2020-07-29,8904.99140887247,-0.017029830524614903,-0.1340879089848358
2020-07-30,9044.20740578348,0.01563347908143989,-0.12055069042358435
2020-07-31,8965.804453316063,-0.008668858303413183,-0.12817451187333684
2020-08-03,9051.434507769203,0.009550738575551845,-0.11984793455273623
2020-08-04,9099.666107177758,0.00532861386415108,-0.11515794405423263
2020-08-05,9126.895829466288,0.002992386969786911,-0.1125101542157011
2020-08-06,9143.438777814154,0.0018125492672388787,-0.11090153514604273
2020-08-07,9156.14979956157,0.0013901795655107863,-0.10966552862847578
2020-08-10,9196.28783540656,0.004383724242575402,-0.10576254782232386
2020-08-11,9170.966254349265,-0.002753456776309615,-0.1082247919946524
2020-08-12,9218.887396598397,0.00522531006221988,-0.10356499002702368
2020-08-13,9245.943250028355,0.00293482849567524,-0.1009341070152342
2020-08-14,9242.35771190472,-0.000387795817762805,-0.10128276100842692
2020-08-17,9209.970870474242,-0.0035041752808117953,-0.10443202374174076
2020-08-18,9219.195198902838,0.0010015589146070206,-0.10353505965148257
2020-08-19,9246.95134195916,0.003010690462397897,-0.10083608120570109
2020-08-20,9255.391442439508,0.0009127441216273454,-0.10001537462444221
2020-08-21,9274.396914385392,0.0020534487454238154,-0.09816730232456394
2020-08-24,9314.620685514767,0.004337076739403633,-0.09425598470864249
2020-08-25,9340.09042807018,0.0027343832256120945,-0.09177933346653111
2020-08-26,9348.694160071,0.0009211615312591471,-0.09094271552662592
2020-08-27,9406.318812429736,0.00616392528967897,-0.08533935434109352
2020-08-28,9427.382221716383,0.0022392829444408554,-0.08329117035731826
2020-08-31,9409.551446559683,-0.0018913813757997179,-0.0850250163647357
2020-09-01,9445.847043900996,0.0038573142989280808,-0.08149567027719795
2020-09-03,9729.980389099548,0.030080239906278308,-0.05386683968418071
2020-09-04,9798.766332970701,0.007069484327862902,-0.047178166135256605
2020-09-07,9643.322227832467,-0.015863640366155077,-0.06229338904070714
2020-09-08,9646.259298845544,0.0003045704523490017,-0.062007791314036775
2020-09-09,9622.2378628941,-0.00249023328186072,-0.06434361073023254
2020-09-10,9616.383321344776,-0.000608438663930819,-0.06491290025361818
2020-09-11,9609.22361679175,-0.0007445319423919432,-0.06560910246829788
2020-09-14,9751.23535345809,0.014778689968061622,-0.05180002908469816
2020-09-15,9723.937547258643,-0.0027994203000921754,-0.054454439331825255
2020-09-16,9672.732151241922,-0.005265911650281811,-0.05943359871562004
2020-09-17,9664.655398711166,-0.0008350021901226223,-0.06021897372064822
2020-09-18,9793.028396908427,0.013282728964592037,-0.04773611706251346
2020-09-21,10178.928558194504,0.039405600152032816,-0.010211587252256571
2020-09-22,10422.41159074405,0.023920300762257513,0.0
2020-09-23,10331.027686870873,-0.008768019097838585,-0.00876801909783842
2020-09-24,10293.066467776827,-0.0036744862413143316,-0.012410287373614382
2020-09-25,10340.346281307777,0.004593365221041118,-0.007873927134978476
2020-09-28,10149.99479719676,-0.01840861794494412,-0.02613759696356832
2020-09-29,10362.720377440433,0.02095819598867412,-0.0057271978547294156
2020-09-30,10331.108796649778,-0.0030505098699251726,-0.008760236851071634
2020-10-01,10608.19610634466,0.02682067483257343,0.0
2020-10-02,10559.103154630771,-0.004627832217819497,-0.004627832217819372
2020-10-05,10562.4557445391,0.0003175070703669257,-0.004311794516902112
2020-10-06,10573.983557378435,0.0010913951374702496,-0.0032251052510013922
2020-10-07,10600.62242257837,0.002519283773743554,-0.0007139464325852662
2020-10-08,10565.217755983405,-0.0033398667723092586,-0.004051428718927053
2020-10-09,10534.298940959896,-0.0029264721028581966,-0.0069660444286627765
2020-10-12,10545.316482719134,0.0010458732774707776,-0.005927456750909665
2020-10-13,10523.6131559807,-0.0020581010322450292,-0.007973358478296944
2020-10-14,10482.19133891167,-0.003936083211638142,-0.011878057887488191
2020-10-15,10450.337213794102,-0.0030388803340498784,-0.014880842225017288
2020-10-16,10454.452729052708,0.00039381650318152787,-0.014492886043085074
2020-10-19,10665.427933211693,0.020180415907634208,0.0
2020-10-20,10619.779840030187,-0.0042800057782359895,-0.004280005778236062
2020-10-21,10720.062383530581,0.009442996466121525,0.0
2020-10-22,10634.748116777117,-0.007958374093469367,-0.007958374093469334
2020-10-23,10672.37445880928,0.0035380567192563363,-0.004448474553148674
2020-10-26,10640.83624879923,-0.002955125884288738,-0.007390454635139765
2020-10-27,10501.638709939216,-0.013081447322875804,-0.020375224115013912
2020-10-28,10318.039454608963,-0.01748291484799297,-0.037501920654795184
2020-10-29,10107.534728160486,-0.020401620615479073,-0.057138441312723276
2020-10-30,10330.859593475087,0.02209488973531765,-0.036306019137858137
2020-11-02,10324.439771019142,-0.0006214219056851501,-0.03690487968794298
2020-11-03,10352.104197242357,0.0026795087033070816,-0.03432425793095428
2020-11-04,10364.973165621694,0.0012431258548156361,-0.03312380144862004
2020-11-05,10426.131187414858,0.005900451531896985,-0.027418795301722754
2020-11-06,10435.092814855327,0.0008595352657067294,-0.026582827457521052
2020-11-09,10376.260158189985,-0.005637961991252107,-0.032070916477947464
2020-11-10,10372.651818180077,-0.0003477495701628159,-0.03240751340069048
2020-11-11,10372.651818180077,0.0,-0.03240751340069048
2020-11-12,10410.631321403951,0.003661503720515172,-0.028864669911064622
2020-11-13,10347.481237972828,-0.006065922563340488,-0.0347555016219081
2020-11-16,10328.10915314603,-0.0018721546221033439,-0.03656258857100647
2020-11-17,10420.372226611078,0.008933200849929523,-0.02795600866837511
2020-11-18,10430.775482383917,0.000998357404764354,-0.026985561351872467
2020-11-19,10687.328244705572,0.02459575155796782,-0.0030535399565677634
2020-11-20,10803.399984730928,0.010860688225128598,0.0
2020-11-23,10927.995991911148,0.011533036577032887,0.0
2020-11-24,10892.98904588257,-0.003203418637277086,-0.0032034186372771334
2020-11-25,10682.336998289155,-0.01933831446135905,-0.02247978438167708
2020-11-26,10775.87991982953,0.008756784358643374,-0.013919850647292953
2020-11-27,10744.108400150068,-0.0029483921420650834,-0.016827201611090747
2020-11-30,10601.472350107579,-0.013275745620781085,-0.029879553583773366
2020-12-01,10640.03028815341,0.0036370361372907545,-0.02635119046263279
2020-12-02,10726.402505132735,0.008117666457725336,-0.018447434179846955
2020-12-03,10734.793673557493,0.0007822910263474948,-0.017679574415717436
2020-12-04,11049.72123144725,0.029337085319628062,0.0
