volatility,expected_return
0.32693159289177015,0.16006249115797885
0.3152236190898006,0.16163160200825982
0.30595473093919356,0.16320071285854076
0.2993515800639074,0.16476982370882173
0.2946191780021339,0.1663389345591027
0.2900674695618833,0.16790804540938367
0.2856681845603885,0.1694771562596646
0.28142845624109636,0.17104626710994558
0.2773556017747794,0.17261537796022655
0.2734570774869858,0.1741844888105075
0.2697404422287031,0.17575359966078846
0.266213314553753,0.17732271051106943
0.2628833384794471,0.1788918213613504
0.25975804558123616,0.18046093221163134
0.2568449597725482,0.1820300430619123
0.25415181827921646,0.18359915391219328
0.25168429473616594,0.18516826476247422
0.24945048403513045,0.1867373756127552
0.24743676370236325,0.18830648646303616
0.24556296855652768,0.1898755973133171
0.2438222766646624,0.19144470816359807
0.24221755746331583,0.19301381901387904
0.24075152996582597,0.19458292986416
0.239426741725901,0.19615204071444095
0.23824554892935362,0.19772115156472192
0.23721020887431254,0.1992902624150029
0.2363223008964301,0.20085937326528386
0.23558383086029844,0.2024284841155648
0.2349960933022239,0.20399759496584577
0.23456022603030452,0.20556670581612674
0.23427708908573888,0.20713581666640768
0.23414724935616119,0.20870492751668865
0.23417094431847213,0.21027403836696962
0.2343482836467818,0.21184314921725056
0.23467816472900319,0.21341226006753153
0.23516121358655878,0.2149813709178125
0.23579529113760486,0.21655048176809344
0.23657983832494212,0.2181195926183744
0.23751323411485717,0.21968870346865538
0.23859374583735482,0.22125781431893635
0.23990029661518134,0.22282692516921732
0.24172084357181045,0.22439603601949826
0.24407025507394492,0.22596514686977923
0.2469331197573152,0.2275342577200602
0.25029202041200305,0.22910336857034114
0.2544530101752184,0.2306724794206221
0.26394726916213934,0.23224159027090308
0.2796347519978746,0.23381070112118402
0.30054722643247106,0.235379811971465
0.32567972499399706,0.23694892282174596
