Variable,Observations,Mean,Std Dev,Min,Max,Skewness,Excess Kurtosis
vol_20,972602,0.02333561666665643,0.011810190074999222,0.0,0.2924457067669783,1.3304774690151533,9.302344632921278
vol_60,972602,0.024155042353114407,0.010105763225566134,0.0,0.1699326934931477,1.153239281026707,5.5122868140564485
vol_change,972602,-0.00032349353413711014,0.27520782264988336,-15.81604204826344,17.188256624881873,2.1931827747424575,2242.2140113456016
max_drawdown_60,972602,-0.1043166095698823,0.09988452580300741,-0.9390728476821192,0.0,-1.814962235413501,4.745391970384468
