date,mean_risk_z,high_intensity,low_intensity,dispersion,total_assets,mean_risk_z_smooth,high_intensity_smooth,portfolio_risk_regime_raw,portfolio_risk_regime
2019-09-03,0.0032007808418918655,0.11594202898550725,0.05507246376811594,0.8446785878673213,345,-0.13193231796307203,0.07768115942028986,NORMAL,NORMAL
2019-09-04,-0.04632031355627358,0.09855072463768116,0.07536231884057971,0.831341490032097,345,-0.10480467461598479,0.08753623188405797,NORMAL,NORMAL
2019-09-05,-0.07179461036583208,0.0953757225433526,0.07803468208092486,0.8246880035729932,346,-0.08112459952155857,0.090959202479685,NORMAL,NORMAL
2019-09-06,0.003406159443640524,0.09826589595375723,0.057803468208092484,0.8373855773457516,346,-0.04601844589330187,0.09901817877188575,NORMAL,NORMAL
2019-09-09,-0.04708863204241133,0.0953757225433526,0.06358381502890173,0.7952483431416698,346,-0.031719323135796965,0.10070201893273016,NORMAL,NORMAL
2019-09-10,-0.052990556679667185,0.08959537572254335,0.06647398843930635,0.8396765992521364,346,-0.042957590640108775,0.09543268828013739,NORMAL,NORMAL
2019-09-11,0.009973874318278335,0.10434782608695652,0.06956521739130435,0.8988791401816204,345,-0.0316987530651984,0.09659210856999247,NORMAL,NORMAL
2019-09-12,0.01559662291768242,0.10434782608695652,0.07536231884057971,0.8933195497428439,345,-0.014220506408495499,0.09838652927871323,NORMAL,NORMAL
2019-09-13,0.06613114177528584,0.13333333333333333,0.06666666666666667,0.9310164667735136,345,-0.0016755099421664338,0.10540001675462847,NORMAL,NORMAL
2019-09-16,0.11988537497692531,0.14782608695652175,0.04057971014492753,0.9028326968401733,345,0.031719291461700896,0.11589008963726229,NORMAL,NORMAL
2019-09-17,0.015419414817824018,0.11014492753623188,0.05217391304347826,0.7760754943012527,345,0.04540128576119913,0.12,NORMAL,NORMAL
2019-09-18,0.06530546309226874,0.1072463768115942,0.04057971014492753,0.865239734158303,345,0.05646760351599722,0.12057971014492752,NORMAL,NORMAL
2019-09-19,0.013647588708928255,0.10982658959537572,0.046242774566473986,0.8473968275668318,346,0.05607779667424638,0.12167546284661138,NORMAL,NORMAL
2019-09-20,-0.031640174578892746,0.07780979827089338,0.069164265129683,0.8043463041491524,347,0.03652353340341067,0.11057075583412339,NORMAL,NORMAL
2019-09-23,-0.02902771758938236,0.09510086455331412,0.06051873198847262,0.8013737232247313,347,0.006740914890149133,0.10002571135348186,NORMAL,NORMAL
2019-09-24,-0.13959179226342544,0.0893371757925072,0.11239193083573487,0.7846308421976365,347,-0.024261326526100756,0.09586416100473692,NORMAL,NORMAL
2019-09-25,-0.08297681859081046,0.09221902017291066,0.07492795389048991,0.8727111368877913,347,-0.053917782862716604,0.09285868967700021,NORMAL,NORMAL
2019-09-26,-0.044614948536294746,0.1037463976945245,0.07492795389048991,0.8844729064412944,347,-0.0655702903117612,0.09164265129682997,NORMAL,NORMAL
2019-09-27,0.017248529133623916,0.11781609195402298,0.07758620689655173,0.8976714242673365,348,-0.05579254956925787,0.09964391003345589,NORMAL,NORMAL
2019-09-30,0.008725490580821779,0.09482758620689655,0.05172413793103448,0.8414775668915995,348,-0.048241907935217036,0.09958925436417239,NORMAL,NORMAL
2019-10-01,0.020642885321294456,0.10632183908045977,0.07758620689655173,0.8964945149440735,348,-0.016194972418273057,0.1029861870217629,NORMAL,NORMAL
2019-10-02,0.003727455672691561,0.10344827586206896,0.04885057471264368,0.8667739295874044,348,0.0011458824344273487,0.10523203815959455,NORMAL,NORMAL
2019-10-03,0.01101352007334349,0.10344827586206896,0.0603448275862069,0.9121767194806113,348,0.012271576156354996,0.10517241379310345,NORMAL,NORMAL
2019-10-04,0.00028331635317723836,0.09770114942528736,0.05459770114942529,0.7627728612792932,348,0.008878533600265661,0.10114942528735633,NORMAL,NORMAL
2019-10-07,0.03697407981789126,0.11781609195402298,0.040229885057471264,0.8097063237208604,348,0.014528251447679557,0.10574712643678161,NORMAL,NORMAL
2019-10-08,-0.037720625033473454,0.10344827586206896,0.08333333333333333,0.8466042355107175,348,0.0028555493767259744,0.10517241379310345,NORMAL,NORMAL
2019-10-09,-0.04287224492613328,0.08045977011494253,0.040229885057471264,0.8235595205786509,348,-0.006464390743038994,0.10057471264367816,NORMAL,NORMAL
2019-10-10,-0.08412239877020519,0.07471264367816093,0.06896551724137931,0.7640082841571392,348,-0.025491574511748726,0.09482758620689655,NORMAL,NORMAL
2019-10-11,-0.10817221178225254,0.07471264367816093,0.07471264367816093,0.7687012671319595,348,-0.047182680138834684,0.09022988505747127,NORMAL,NORMAL
2019-10-14,-0.007294373706901826,0.09770114942528736,0.04885057471264368,0.7394682490362134,348,-0.0560363708437933,0.08620689655172414,NORMAL,NORMAL
2019-10-15,0.08125343278571438,0.11781609195402298,0.05747126436781609,0.8372186911425681,348,-0.032241559279955735,0.08908045977011494,NORMAL,NORMAL
2019-10-16,0.0591677977561943,0.09770114942528736,0.05747126436781609,0.7679021077006483,348,-0.011833550743490219,0.09252873563218392,NORMAL,NORMAL
2019-10-17,-0.07369680493878183,0.07183908045977011,0.05459770114942529,0.7453837209313661,348,-0.009748431977205547,0.09195402298850575,NORMAL,NORMAL
2019-10-18,-0.05680170105403065,0.07183908045977011,0.06896551724137931,0.7364328103923219,348,0.0005256701684388312,0.09137931034482757,NORMAL,NORMAL
2019-10-21,-0.0022195797737947927,0.1206896551724138,0.08908045977011494,0.9533255467558945,348,0.0015406289550602375,0.09597701149425288,NORMAL,NORMAL
2019-10-22,-0.03610860895999459,0.11781609195402298,0.08908045977011494,0.8904662090589522,348,-0.021931779394081558,0.09597701149425288,NORMAL,NORMAL
2019-10-23,0.053580809697020115,0.11781609195402298,0.06321839080459771,0.9499453667713211,348,-0.023049177005916393,0.1,NORMAL,NORMAL
2019-10-24,-0.12622953997674008,0.07471264367816093,0.09195402298850575,0.7824606641742232,348,-0.033555724013508044,0.10057471264367816,NORMAL,NORMAL
2019-10-25,-0.020008410379967197,0.10057471264367816,0.06896551724137931,0.7761981993494462,348,-0.02619706587869535,0.10632183908045978,NORMAL,NORMAL
2019-10-28,-0.03811788476392264,0.09482758620689655,0.05172413793103448,0.8579266656902974,348,-0.03337672687672092,0.10114942528735633,NORMAL,NORMAL
2019-10-29,0.00914571239417878,0.08620689655172414,0.040229885057471264,0.8026924471821671,348,-0.02432586260588625,0.09482758620689655,NORMAL,NORMAL
2019-10-30,-0.03443844043574481,0.09195402298850575,0.06896551724137931,0.8515725693694841,348,-0.041929712632439234,0.0896551724137931,NORMAL,NORMAL
2019-10-31,-0.05237754063595664,0.10057471264367816,0.05747126436781609,0.7882446823946324,348,-0.027159312764282545,0.09482758620689655,NORMAL,NORMAL
2019-11-01,0.0031205272478097485,0.10344827586206896,0.05747126436781609,0.8681842689225966,348,-0.022533525238727155,0.09540229885057472,NORMAL,NORMAL
2019-11-04,-0.08102736740425039,0.10632183908045977,0.08620689655172414,0.8807954323447067,348,-0.031115421766792706,0.09770114942528736,NORMAL,NORMAL
2019-11-05,-0.025575904539885855,0.11494252873563218,0.08333333333333333,0.937064527082453,348,-0.03805974515360563,0.10344827586206898,NORMAL,NORMAL
2019-11-06,0.003637143950165169,0.1235632183908046,0.06321839080459771,0.919205332893947,348,-0.030444628276423642,0.10977011494252872,NORMAL,NORMAL
2019-11-07,0.11040472557928119,0.13505747126436782,0.04885057471264368,0.9304263272441204,348,0.0021118249666239263,0.11666666666666665,NORMAL,NORMAL
2019-11-08,-0.012554357873055349,0.10632183908045977,0.0603448275862069,0.7753699836986755,348,-0.0010231520575490916,0.11724137931034481,NORMAL,NORMAL
2019-11-11,-0.03217281160808398,0.09770114942528736,0.07183908045977011,0.7816023728181962,348,0.008747759101684188,0.11551724137931034,NORMAL,NORMAL
2019-11-12,-0.1109695567927594,0.08908045977011494,0.08045977011494253,0.8030828852206605,348,-0.00833097134889052,0.1103448275862069,NORMAL,NORMAL
2019-11-13,-0.017419302005410545,0.08908045977011494,0.05172413793103448,0.8624149073826662,348,-0.012542260540005661,0.10344827586206895,NORMAL,NORMAL
2019-11-14,-0.08578803370981432,0.07183908045977011,0.10344827586206896,0.7976855432591079,348,-0.05178081239782477,0.09080459770114943,NORMAL,NORMAL
2019-11-15,-0.051695726907019464,0.10344827586206896,0.06321839080459771,0.8572350957424556,348,-0.05960908620461759,0.09022988505747126,NORMAL,NORMAL
2019-11-18,0.026955967350459884,0.11781609195402298,0.07183908045977011,0.8799587860884955,348,-0.04778333041290882,0.09425287356321839,NORMAL,NORMAL
2019-11-19,0.012318137270503326,0.11494252873563218,0.08333333333333333,0.9771972617889657,348,-0.023125791600256268,0.09942528735632185,NORMAL,NORMAL
2019-11-20,-0.02389965210220408,0.09770114942528736,0.07758620689655173,0.890444952699117,348,-0.024421861619614977,0.10114942528735633,NORMAL,NORMAL
2019-11-21,-0.028591821371722906,0.08908045977011494,0.07471264367816093,0.8112811474085647,348,-0.012982619151996694,0.10459770114942528,NORMAL,NORMAL
2019-11-22,0.05484030090836444,0.12643678160919541,0.06321839080459771,0.9305901946542134,348,0.008324586411080085,0.10919540229885058,NORMAL,NORMAL
2019-11-25,-0.000532404826840775,0.14655172413793102,0.09770114942528736,1.0589104915487837,348,0.002826911975619954,0.11494252873563218,NORMAL,NORMAL
2019-11-26,0.03159407721683476,0.12931034482758622,0.08620689655172414,0.9524675409380803,348,0.00668209996488624,0.11781609195402298,NORMAL,NORMAL
2019-11-27,0.07080655159259773,0.13505747126436782,0.06896551724137931,0.9851434134673877,348,0.025623340703846604,0.12528735632183907,NORMAL,NORMAL
2019-11-28,-0.00877451202140413,0.10344827586206896,0.06896551724137931,0.8592700899934526,348,0.02958680257391036,0.1281609195402299,NORMAL,NORMAL
2019-11-29,-0.04682167063187345,0.11206896551724138,0.08908045977011494,0.9441639777743672,348,0.009254408265862778,0.12528735632183907,NORMAL,NORMAL
2019-12-02,-0.01801815900169484,0.1235632183908046,0.06321839080459771,0.921325424166354,348,0.0057572574308919645,0.12068965517241378,NORMAL,NORMAL
2019-12-03,0.0013181650251947465,0.11781609195402298,0.10919540229885058,1.0042065186340103,348,-0.00029792500743603724,0.11839080459770115,NORMAL,NORMAL
2019-12-04,-0.027584288144520252,0.11494252873563218,0.09195402298850575,0.9288510478742491,348,-0.019976092954859633,0.11436781609195404,NORMAL,NORMAL
2019-12-05,0.05925583628042684,0.14985590778097982,0.08645533141210375,1.0469608281696592,347,-0.006370023294493441,0.1236493424757362,NORMAL,NORMAL
2019-12-06,-0.004516980990270937,0.12103746397694524,0.08069164265129683,0.9056058076389831,347,0.0020909146338270626,0.12544304216767696,NORMAL,NORMAL
2019-12-09,-0.04663426442940987,0.1037463976945245,0.07204610951008646,0.866143345470147,347,-0.003632306451715943,0.12147967802842094,NORMAL,NORMAL
2019-12-10,0.040805726915357665,0.12103746397694524,0.06628242074927954,0.9005130190584955,347,0.004265205926316641,0.1221239524330054,NORMAL,NORMAL
2019-12-11,0.057573336892210225,0.1239193083573487,0.05187319884726225,0.9206764019612503,347,0.021296730933662737,0.1239193083573487,NORMAL,NORMAL
2019-12-12,0.06053435201194101,0.11206896551724138,0.05747126436781609,0.8845256619327737,348,0.02155243407996557,0.11636191990460101,NORMAL,NORMAL
2019-12-13,0.030440824469156046,0.10344827586206896,0.05747126436781609,0.8848983602652709,348,0.028543995171850967,0.11284408228162576,NORMAL,NORMAL
2019-12-16,-0.023663978915619385,0.09482758620689655,0.04597701149425287,0.8144976424566487,348,0.033138052274609066,0.11106031998410015,NORMAL,NORMAL
2019-12-17,-0.017163084917970285,0.11781609195402298,0.04885057471264368,0.8873506717959383,348,0.021544289907943475,0.11041604557951572,NORMAL,NORMAL
2019-12-18,-0.07079563489431334,0.11494252873563218,0.08908045977011494,0.8887977936866078,348,-0.004129504449361239,0.10862068965517242,NORMAL,NORMAL
2019-12-19,-0.1800346612775337,0.07758620689655173,0.08620689655172414,0.7525597416837031,348,-0.05224330710725618,0.10172413793103448,NORMAL,NORMAL
2019-12-20,-0.08648141892835536,0.10344827586206896,0.11206896551724138,0.9000315640820127,348,-0.07562775578675845,0.10172413793103448,NORMAL,NORMAL
2019-12-23,-0.05779498792915702,0.10057471264367816,0.09482758620689655,0.8907128733195552,348,-0.08245395758946598,0.1028735632183908,NORMAL,NORMAL
2019-12-24,0.010234072517136197,0.10344827586206896,0.06609195402298851,0.9080694823947109,348,-0.0769745261024447,0.1,NORMAL,NORMAL
2019-12-25,0.05204329146532104,0.13505747126436782,0.05172413793103448,0.8780364666869805,348,-0.052406740830517815,0.10402298850574714,NORMAL,NORMAL
2019-12-26,0.06493651776985587,0.13505747126436782,0.0603448275862069,0.9231349553388888,348,-0.003412505021039902,0.11551724137931034,NORMAL,NORMAL
2019-12-27,0.09394650223559266,0.14655172413793102,0.05459770114942529,0.8916968370383744,348,0.0326730792117497,0.12413793103448274,NORMAL,NORMAL
2019-12-30,0.06135872718732675,0.09770114942528736,0.05172413793103448,0.8325322544241891,348,0.05650382223504645,0.1235632183908046,NORMAL,NORMAL
2019-12-31,0.04336860764396314,0.12643678160919541,0.08333333333333333,0.8823786038713747,348,0.06313072926041184,0.12816091954022987,NORMAL,NORMAL
2020-01-02,0.09201764181602427,0.12931034482758622,0.04885057471264368,0.9593469363331646,348,0.07112559933055249,0.12701149425287356,NORMAL,NORMAL
2020-01-03,0.13373563412239556,0.1724137931034483,0.08045977011494253,0.9823791092088897,348,0.08488542260106043,0.13448275862068965,NORMAL,NORMAL
2020-01-06,0.10603254286478624,0.14367816091954022,0.06321839080459771,0.8592056775778995,348,0.08730263072689914,0.1339080459770115,NORMAL,NORMAL
2020-01-07,0.08912059467490667,0.14080459770114942,0.06609195402298851,0.9568375957142988,348,0.09285500422441513,0.1425287356321839,NORMAL,NORMAL
2020-01-08,0.01649285478711021,0.10632183908045977,0.07183908045977011,0.8700930393682245,348,0.08747985365304453,0.1385057471264368,NORMAL,NORMAL
2020-01-09,0.027532232821675814,0.13793103448275862,0.08620689655172414,0.9768726328563845,348,0.07458277185417485,0.14022988505747125,NORMAL,NORMAL
2020-01-10,0.04496017257795845,0.14942528735632185,0.08045977011494253,0.9755293940214816,348,0.056827679545287425,0.13563218390804596,NORMAL,NORMAL
2020-01-13,0.09997784265025206,0.13505747126436782,0.0603448275862069,0.9485985506875707,348,0.05561673950238059,0.1339080459770115,NORMAL,NORMAL
2020-01-14,-0.004690266157439823,0.10919540229885058,0.07471264367816093,0.8847478300146556,348,0.03685456733591129,0.12758620689655173,NORMAL,NORMAL
2020-01-15,-0.033058866434868314,0.10919540229885058,0.05747126436781609,0.8442993125135493,348,0.026944223091515583,0.12816091954022987,NORMAL,NORMAL
2020-01-16,-0.00829563411160777,0.1206896551724138,0.0603448275862069,0.8777236391359164,348,0.019778649704858868,0.1247126436781609,NORMAL,NORMAL
2020-01-17,0.02843778900075627,0.09195402298850575,0.06609195402298851,0.8389494386641919,348,0.016474172989418435,0.1132183908045977,NORMAL,NORMAL
2020-01-20,0.05084296106042031,0.11781609195402298,0.06609195402298851,0.8647669073505917,348,0.006647196671452084,0.10977011494252872,NORMAL,NORMAL
2020-01-21,0.022794853062748005,0.11494252873563218,0.06896551724137931,0.8823435215219673,348,0.01214422051548965,0.11091954022988507,NORMAL,NORMAL
2020-01-22,0.0846151723416289,0.1235632183908046,0.08908045977011494,0.9949249515748736,348,0.035679028270789094,0.11379310344827587,NORMAL,NORMAL
2020-01-30,0.14637268116807145,0.14942528735632185,0.05459770114942529,0.9338825116568312,348,0.06661269132672494,0.11954022988505746,NORMAL,NORMAL
2020-01-31,0.15172532567528535,0.15804597701149425,0.08333333333333333,1.102899629174689,348,0.09127019866163075,0.13275862068965516,NORMAL,NORMAL
2020-02-03,0.23305089587186376,0.21264367816091953,0.08908045977011494,1.2428191553233727,348,0.12771178562391944,0.15172413793103448,NORMAL,NORMAL
2020-02-04,0.29466380046082424,0.22701149425287356,0.07471264367816093,1.253169408108302,348,0.18208557510353468,0.17413793103448277,NORMAL,NORMAL
2020-02-05,0.179552207224457,0.20114942528735633,0.08333333333333333,1.180385800872724,348,0.20107298208010033,0.1896551724137931,NORMAL,NORMAL
2020-02-06,-0.014841830860576959,0.14655172413793102,0.08908045977011494,1.0077371608893184,348,0.16883007967437064,0.18908045977011495,NORMAL,NORMAL
2020-02-07,0.04787264601226069,0.14080459770114942,0.08620689655172414,0.9655349157046845,348,0.1480595437417657,0.18563218390804598,NORMAL,NORMAL
2020-02-10,0.1161855560504718,0.15229885057471265,0.05459770114942529,0.8800826154248227,348,0.1246864757774873,0.1735632183908046,NORMAL,NORMAL
2020-02-11,0.024349713148178565,0.1235632183908046,0.08045977011494253,0.8894129714811236,348,0.07062365831495818,0.1528735632183908,NORMAL,NORMAL
2020-02-12,-0.0043653580075299035,0.08333333333333333,0.04885057471264368,0.7872161406060865,348,0.033840145268560794,0.12931034482758622,NORMAL,NORMAL
2020-02-13,0.030171486058821403,0.11206896551724138,0.06321839080459771,0.8849754601174138,348,0.042842808652440466,0.12241379310344827,NORMAL,NORMAL
2020-02-14,-0.035539030401826946,0.11206896551724138,0.06321839080459771,0.7991900311165778,348,0.02616047336962294,0.11666666666666665,NORMAL,NORMAL
2020-02-17,-0.0247620758751905,0.09482758620689655,0.04885057471264368,0.7848074096711615,348,-0.002029053015509521,0.10517241379310345,NORMAL,NORMAL
2020-02-18,-0.07055694820009518,0.08908045977011494,0.05747126436781609,0.7663161679002776,348,-0.02101038528516427,0.09827586206896552,NORMAL,NORMAL
2020-02-19,-0.06368688917534279,0.09770114942528736,0.06321839080459771,0.7795472426228833,348,-0.03287469151872685,0.10114942528735633,NORMAL,NORMAL
2020-02-20,-0.025654398510750954,0.11494252873563218,0.05172413793103448,0.8552240018586367,348,-0.04403986843264132,0.10172413793103448,NORMAL,NORMAL
2020-02-21,0.005795692005704287,0.10919540229885058,0.0603448275862069,0.8944415346134219,348,-0.03577292395113507,0.10114942528735633,NORMAL,NORMAL
2020-02-24,-0.20395111526241172,0.05747126436781609,0.08333333333333333,0.6665698921753542,348,-0.07161073182857931,0.09367816091954022,NORMAL,NORMAL
2020-02-25,-0.17784641237971446,0.09482758620689655,0.13793103448275862,0.9280379800912313,348,-0.09306862466450318,0.09482758620689655,NORMAL,NORMAL
2020-02-26,-0.09441888865816828,0.11494252873563218,0.10919540229885058,0.8593425194781421,348,-0.09921502456106826,0.09827586206896552,NORMAL,NORMAL
2020-02-27,-0.14116211461148745,0.08620689655172414,0.07758620689655173,0.8543925052006295,348,-0.12231656778121555,0.09252873563218392,NORMAL,NORMAL
2020-02-28,-0.1455207548978693,0.07471264367816093,0.07471264367816093,0.8334868408793793,348,-0.1525798571619303,0.08563218390804597,NORMAL,NORMAL
2020-03-02,-0.15912457045581632,0.08908045977011494,0.10344827586206896,0.8656382943850772,348,-0.1436145482006112,0.09195402298850576,NORMAL,NORMAL
2020-03-03,-0.18539223496044163,0.10632183908045977,0.13218390804597702,0.9018301515910223,348,-0.14512371271675664,0.09425287356321839,NORMAL,NORMAL
2020-03-04,-0.0033824493883613475,0.10919540229885058,0.06321839080459771,0.9082887642566067,348,-0.12691642486279525,0.09310344827586207,NORMAL,NORMAL
2020-03-05,0.007875816125165044,0.10919540229885058,0.07471264367816093,0.8555941908257942,348,-0.09710883871546476,0.09770114942528736,NORMAL,NORMAL
2020-03-06,-0.03033756233225494,0.08908045977011494,0.06609195402298851,0.8003898902708193,348,-0.07407220020234188,0.10057471264367816,NORMAL,NORMAL
2020-03-09,-0.09653715515473545,0.09221902017291066,0.069164265129683,0.7804917648583781,347,-0.0615547171421257,0.10120242472423731,NORMAL,NORMAL
2020-03-10,0.29040935414780833,0.2334293948126801,0.06340057636887608,1.1771194256548791,347,0.03360560067952429,0.12662393587068138,NORMAL,NORMAL
2020-03-11,0.5275438121562385,0.3025936599423631,0.05763688760806916,1.3113653588494063,347,0.13979085298844424,0.16530358739938386,NORMAL,NORMAL
2020-03-12,0.2217507687384609,0.20461095100864554,0.05763688760806916,1.0902546579425327,347,0.18256584351110342,0.18438669714134287,NORMAL,NORMAL
2020-03-13,0.23199585701588682,0.1930835734870317,0.069164265129683,1.1261991861227558,347,0.23503252738073174,0.20518731988472622,NORMAL,NORMAL
2020-03-16,0.3933332671787388,0.27953890489913547,0.08645533141210375,1.3310182743477745,347,0.33300661184742664,0.24265129682997116,HIGH,NORMAL
2020-03-17,0.2973990949576043,0.23275862068965517,0.05747126436781609,1.1374331537543476,348,0.33440456000938584,0.24251714200536617,HIGH,HIGH
2020-03-18,0.1730302982550664,0.1839080459770115,0.07758620689655173,1.1087939104423963,348,0.26350185722915137,0.21878001921229587,HIGH,HIGH
2020-03-19,0.20456132347975,0.1839080459770115,0.06321839080459771,1.0016237581567151,348,0.26006396817740923,0.21463943820596904,HIGH,HIGH
2020-03-20,0.20736708008946353,0.1839080459770115,0.028735632183908046,1.0075828439399006,348,0.25513821279212456,0.21280433270396504,HIGH,HIGH
2020-03-23,0.034389314595965954,0.13218390804597702,0.06896551724137931,0.8911448814572688,348,0.18334942227557,0.18333333333333332,NORMAL,HIGH
2020-03-24,0.3208980752996105,0.23850574712643677,0.05747126436781609,1.1545176157567478,348,0.18804921834397123,0.18448275862068966,NORMAL,NORMAL
2020-03-25,0.4601511870697701,0.27586206896551724,0.04597701149425287,1.167021289255002,348,0.24547339610691193,0.2028735632183908,NORMAL,NORMAL
2020-03-26,0.4072339365762265,0.22413793103448276,0.03735632183908046,1.1265470836179923,348,0.28600791872620723,0.21091954022988507,HIGH,NORMAL
2020-03-27,0.5349161016579462,0.27011494252873564,0.05747126436781609,1.2532857231176207,348,0.3515177230399038,0.22816091954022988,HIGH,HIGH
2020-03-30,0.10069881754623093,0.15229885057471265,0.07758620689655173,0.9505936042193551,348,0.3647796236299568,0.23218390804597702,HIGH,HIGH
2020-03-31,0.22193165403772738,0.19540229885057472,0.05459770114942529,1.0951116498483995,348,0.34498633937758016,0.2235632183908046,HIGH,HIGH
2020-04-01,0.1525499829372487,0.1867816091954023,0.05459770114942529,1.0051443592898832,348,0.2834660985510759,0.2057471264367816,HIGH,HIGH
2020-04-03,0.20382230128516596,0.20689655172413793,0.05747126436781609,1.0523367938360704,348,0.2427837714928638,0.20229885057471267,NORMAL,HIGH
2020-04-06,0.40200696730371815,0.2614942528735632,0.05459770114942529,1.2014711816368877,348,0.21620194462201817,0.20057471264367815,NORMAL,NORMAL
2020-04-07,0.467455602806503,0.2557471264367816,0.05172413793103448,1.2005915019961555,348,0.2895533016740726,0.22126436781609193,HIGH,NORMAL
2020-04-08,0.25390935485149335,0.20114942528735633,0.04597701149425287,0.9872221278143202,348,0.2959488418368258,0.22241379310344828,HIGH,HIGH
2020-04-09,-0.10802849958593269,0.10057471264367816,0.06896551724137931,0.7859188567893352,348,0.2438331453321895,0.20517241379310341,NORMAL,HIGH
2020-04-10,-0.032707403317728395,0.10632183908045977,0.034482758620689655,0.8216873342081132,348,0.19652720441161065,0.18505747126436783,NORMAL,NORMAL
2020-04-13,-0.06528412562888496,0.09195402298850575,0.0603448275862069,0.8167074529409498,348,0.10306898582509001,0.15114942528735634,NORMAL,NORMAL
2020-04-14,-0.18234388995705866,0.08333333333333333,0.09770114942528736,0.8027878260896134,348,-0.02689091272762232,0.11666666666666665,NORMAL,NORMAL
2020-04-15,-0.21194570577507293,0.05747126436781609,0.10057471264367816,0.7300359781887261,348,-0.12006192485293558,0.08793103448275863,NORMAL,NORMAL
2020-04-16,-0.06768014006271403,0.09770114942528736,0.0603448275862069,0.7665656444846465,348,-0.11199225294829185,0.08735632183908046,NORMAL,NORMAL
2020-04-17,-0.11193219554915994,0.09482758620689655,0.05459770114942529,0.8524493269619862,348,-0.12783721139457815,0.08505747126436781,NORMAL,NORMAL
2020-04-20,-0.11815897615006801,0.10344827586206896,0.05747126436781609,0.8191716529346977,348,-0.13841218149881476,0.08735632183908046,NORMAL,NORMAL
2020-04-21,-0.1441819927910324,0.09482758620689655,0.05459770114942529,0.7923659202384594,348,-0.13077980206560952,0.0896551724137931,NORMAL,NORMAL
2020-04-22,-0.21326715842534624,0.10344827586206896,0.10057471264367816,0.813748538884309,348,-0.13104409259566416,0.09885057471264366,NORMAL,NORMAL
2020-04-23,-0.22228980454759695,0.09482758620689655,0.09482758620689655,0.8569895860211152,348,-0.16196602549264075,0.09827586206896552,NORMAL,NORMAL
2020-04-24,-0.24468708478718626,0.05747126436781609,0.07758620689655173,0.7086917487114397,348,-0.18851700334024601,0.09080459770114943,NORMAL,NORMAL
2020-04-27,-0.21203260315288394,0.05730659025787966,0.04297994269340974,0.716878589971355,349,-0.20729172874080923,0.08157626058031156,NORMAL,NORMAL
2020-04-28,-0.16728280034709117,0.08595988538681948,0.06876790830945559,0.8037516770017182,349,-0.21191189025202095,0.07980272041629614,NORMAL,NORMAL
2020-04-29,-0.2034277542890042,0.07736389684813753,0.07163323782234957,0.7542731674839738,349,-0.20994400942475258,0.07458584461350987,NORMAL,NORMAL
2020-05-04,-0.19332279141243985,0.0830945558739255,0.08022922636103152,0.823373708501229,349,-0.20415060679772115,0.07223923854691565,NORMAL,NORMAL
2020-05-05,-0.22393631120369822,0.0659025787965616,0.07163323782234957,0.7716925409728441,349,-0.20000045208102354,0.07392550143266476,NORMAL,NORMAL
2020-05-06,-0.17576731427170986,0.07736389684813753,0.08022922636103152,0.7951919507134572,349,-0.1927473943047887,0.07793696275071633,NORMAL,NORMAL
2020-05-07,-0.1254347778180818,0.08882521489971347,0.07163323782234957,0.827121221937927,349,-0.18437778979898684,0.07851002865329512,NORMAL,NORMAL
2020-05-08,-0.12287680940391543,0.09169054441260745,0.045845272206303724,0.7382071058878242,349,-0.16826760082196907,0.0813753581661891,NORMAL,NORMAL
2020-05-11,-0.05944540421927831,0.09455587392550144,0.04871060171919771,0.8147407729280569,349,-0.14149212338333678,0.0836676217765043,NORMAL,NORMAL
2020-05-12,-0.02730999744066326,0.10285714285714286,0.05714285714285714,0.8526483463647329,350,-0.10216686063072977,0.09105853458862054,NORMAL,NORMAL
2020-05-13,-0.020627979672301882,0.12,0.06857142857142857,0.8417087144131385,350,-0.07113899371084817,0.09958575521899304,NORMAL,NORMAL
2020-05-14,-0.015400791769305148,0.10571428571428572,0.04857142857142857,0.856578922884429,350,-0.04913219650109285,0.1029635693819075,NORMAL,NORMAL
2020-05-15,-0.12574930772633225,0.1,0.05714285714285714,0.8115472186072602,350,-0.049706696165576214,0.10462546049938601,NORMAL,NORMAL
2020-05-18,-0.2439828740007342,0.06267806267806268,0.07692307692307693,0.7540538715518302,351,-0.0866141901218674,0.09824989824989824,NORMAL,NORMAL
2020-05-19,-0.24457450907525993,0.07407407407407407,0.10256410256410256,0.7779892172115719,351,-0.13006709244878673,0.09249328449328449,NORMAL,NORMAL
2020-05-20,-0.23887485666990663,0.04843304843304843,0.06837606837606838,0.6707952622983174,351,-0.1737164678483077,0.07817989417989417,NORMAL,NORMAL
2020-05-21,-0.1732837964938241,0.05698005698005698,0.05982905982905983,0.7132901849931828,351,-0.20529306879321146,0.06843304843304843,NORMAL,NORMAL
2020-05-22,-0.23842466560394196,0.05982905982905983,0.08547008547008547,0.7076558325352579,351,-0.2278281403687334,0.0603988603988604,NORMAL,NORMAL
2020-05-25,-0.3050270733127677,0.045584045584045586,0.08831908831908832,0.6614184904984602,351,-0.24003698023114012,0.05698005698005698,NORMAL,NORMAL
2020-05-26,-0.06149825619293226,0.07692307692307693,0.05413105413105413,0.8535431770798778,351,-0.2034217296546746,0.05754985754985755,NORMAL,NORMAL
2020-05-27,0.014517082606623478,0.12535612535612536,0.042735042735042736,0.8704229969606361,351,-0.15274334179936855,0.07293447293447294,NORMAL,NORMAL
