date,mean_risk_z,high_intensity,low_intensity,dispersion,total_assets,mean_risk_z_smooth,high_intensity_smooth,portfolio_risk_regime_raw,portfolio_risk_regime
2017-01-05,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-06,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-09,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-10,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-11,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-12,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-13,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-16,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-17,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-18,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-19,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-20,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-23,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-24,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-01-25,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-02,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-03,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-06,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-07,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-08,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-09,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-10,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-13,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-14,0.0,0.0,0.0,,1,0.0,0.0,NORMAL,NORMAL
2017-02-15,1.5780501921330636,1.0,0.0,,1,0.3156100384266127,0.2,HIGH,NORMAL
2017-02-16,0.0281137965904116,0.0,0.0,,1,0.32123279774469504,0.2,HIGH,HIGH
2017-02-17,1.6209275753026795,1.0,0.0,,1,0.645418312805231,0.4,HIGH,HIGH
2017-02-20,0.4480812154562988,0.0,0.0,,1,0.7350345558964907,0.4,HIGH,HIGH
2017-02-21,0.9920717239745231,0.0,0.0,,1,0.9334489006913953,0.4,HIGH,HIGH
2017-02-22,1.873811767258244,1.0,0.0,,1,0.9926012157164316,0.4,HIGH,HIGH
2017-02-23,0.1784573711262813,0.0,0.0,,1,1.0226699306236053,0.4,HIGH,HIGH
2017-02-24,1.4212454679525215,1.0,0.0,,1,0.9827335091535737,0.4,HIGH,HIGH
2017-02-27,3.0,1.0,0.0,,1,1.4931172660623138,0.6,HIGH,HIGH
2017-02-28,0.2008506910672362,0.0,0.0,,1,1.3348730594808564,0.6,HIGH,HIGH
2017-03-01,-1.21920934184117,0.0,1.0,,1,0.7162688376609737,0.4,HIGH,HIGH
2017-03-02,-0.2777263215815755,0.0,0.0,,1,0.6250320991194024,0.4,HIGH,HIGH
2017-03-03,-0.3142499668309429,0.0,0.0,,1,0.2779330121627095,0.2,HIGH,HIGH
2017-03-06,-0.4610694446945255,0.0,0.0,,1,-0.4142808767761956,0.0,NORMAL,HIGH
2017-03-07,0.1681605298080487,0.0,0.0,,1,-0.42081890902803315,0.0,NORMAL,NORMAL
2017-03-08,-0.4589846495779462,0.0,0.0,,1,-0.2687739705753883,0.0,NORMAL,NORMAL
2017-03-09,-0.2378066261419484,0.0,0.0,,1,-0.2607900314874629,0.0,NORMAL,NORMAL
2017-03-10,-0.0288147267121128,0.0,0.0,,1,-0.2037029834636969,0.0,NORMAL,NORMAL
2017-03-13,0.1474705636146751,0.0,0.0,,1,-0.08199498180185676,0.0,NORMAL,NORMAL
2017-03-14,-0.4739724776804814,0.0,0.0,,1,-0.2104215832995628,0.0,NORMAL,NORMAL
2017-03-15,0.2165801971589297,0.0,0.0,,1,-0.07530861395218762,0.0,NORMAL,NORMAL
2017-03-16,0.7977162634700188,0.0,0.0,,1,0.13179596397020582,0.0,NORMAL,NORMAL
2017-03-17,-0.3488638084124237,0.0,0.0,,1,0.06778614763014365,0.0,NORMAL,NORMAL
2017-03-20,-1.1721884678377696,0.0,1.0,,1,-0.1961456586603453,0.0,NORMAL,NORMAL
2017-03-21,-0.0165281020497529,0.0,0.0,,1,-0.10465678353419958,0.0,NORMAL,NORMAL
2017-03-22,0.2963294978479123,0.0,0.0,,1,-0.08870692339640308,0.0,NORMAL,NORMAL
2017-03-23,-0.8054171764631406,0.0,0.0,,1,-0.4093336113830349,0.0,NORMAL,NORMAL
2017-03-24,2.261187215852599,1.0,0.0,,1,0.11267659346996961,0.2,NORMAL,NORMAL
2017-03-27,-0.1188024562328915,0.0,0.0,,1,0.32335379579094525,0.2,HIGH,NORMAL
2017-03-28,-0.0618278418338697,0.0,0.0,,1,0.3142938478341219,0.2,HIGH,HIGH
2017-03-29,0.0967235488529727,0.0,0.0,,1,0.274372658035134,0.2,HIGH,HIGH
2017-03-30,-1.2970053001862571,0.0,1.0,,1,0.17605503329051073,0.2,NORMAL,HIGH
2017-03-31,0.9791173355406496,0.0,0.0,,1,-0.08035894277187923,0.0,NORMAL,NORMAL
2017-04-03,-0.7160070032781587,0.0,0.0,,1,-0.19979985218093269,0.0,NORMAL,NORMAL
2017-04-04,-0.7045477675676836,0.0,0.0,,1,-0.32834383732769545,0.0,NORMAL,NORMAL
2017-04-05,-1.0398779174757862,0.0,1.0,,1,-0.5556641305934472,0.0,LOW,NORMAL
2017-04-07,-0.8243147125589502,0.0,0.0,,1,-0.46112601306798584,0.0,NORMAL,NORMAL
2017-04-10,0.7999081904714899,0.0,0.0,,1,-0.49696784208181777,0.0,NORMAL,NORMAL
2017-04-11,-0.0178350268907695,0.0,0.0,,1,-0.35733344680434,0.0,NORMAL,NORMAL
2017-04-12,-0.0121283615603192,0.0,0.0,,1,-0.21884956560286706,0.0,NORMAL,NORMAL
2017-04-13,-0.2853436429111504,0.0,0.0,,1,-0.06794271068993993,0.0,NORMAL,NORMAL
2017-04-14,0.0516147368108101,0.0,0.0,,1,0.10724317918401213,0.0,NORMAL,NORMAL
2017-04-17,-1.1464282713791292,0.0,1.0,,1,-0.2820241131861117,0.0,LOW,NORMAL
2017-04-18,0.3346964721758573,0.0,0.0,,1,-0.21151781337278636,0.0,NORMAL,NORMAL
2017-04-19,-0.9665061925437872,0.0,0.0,,1,-0.40239337956947996,0.0,NORMAL,NORMAL
2017-04-20,1.8005822974997114,1.0,0.0,,1,0.014791808512692439,0.2,NORMAL,NORMAL
2017-04-21,1.101478415310292,1.0,0.0,,1,0.22476454421258882,0.4,NORMAL,NORMAL
2017-04-24,0.194695849053465,0.0,0.0,,1,0.49298936829910767,0.4,HIGH,NORMAL
2017-04-25,-0.2385237024450554,0.0,0.0,,1,0.37834533337492515,0.4,HIGH,HIGH
2017-04-26,-0.4546745435104855,0.0,0.0,,1,0.48071166318158554,0.4,HIGH,HIGH
2017-04-27,-0.562782543679897,0.0,0.0,,1,0.008038694945663805,0.2,NORMAL,HIGH
2017-04-28,-0.2564650688355153,0.0,0.0,,1,-0.26355000188349764,0.0,NORMAL,NORMAL
