date,symbol,allocation_weight
2021-04-06,ABS,0.028503200692296678
2021-04-07,ABS,0.03150250801944084
2021-04-08,ABS,0.03097501333295374
2021-04-09,ABS,0.028106544005694935
2021-04-12,ABS,0.031273574176207894
2021-04-13,ABS,0.030656569183397372
2021-04-14,ABS,0.031197285043073272
2021-04-15,ABS,0.03202135953844653
2021-04-16,ABS,0.03336775499095719
2021-04-19,ABS,0.03319392112352127
2021-04-20,ABS,0.03465879438244313
2021-04-22,ABS,0.03487412642755273
2021-04-23,ABS,0.03381872732212225
2021-04-26,ABS,0.036393798041728036
2021-04-27,ABS,0.03924699231977186
2021-04-28,ABS,0.04240523319877247
2021-04-29,ABS,0.04106055517112578
2023-07-25,ABS,0.022780550164440354
2023-08-14,ABS,0.021954197323408014
2024-12-27,ABS,0.4275035221758427
2024-12-30,ABS,0.19941036496851286
2025-02-19,ABS,0.04314565645428336
2025-02-28,ABS,0.029085051125035868
2025-03-03,ABS,0.03379441929505746
2019-05-17,ABT,0.06146599579081674
2025-09-16,ABT,0.03318536679154775
2018-05-03,ACB,0.03012807259078722
2018-05-04,ACB,0.04320279028787258
2019-10-09,ACB,0.028518782585055316
2019-10-10,ACB,0.026721070069926384
2019-10-11,ACB,0.04789039628199474
2020-03-05,ACB,0.02715410769616608
2020-03-06,ACB,0.042868122409197906
2020-03-09,ACB,0.02609005556296143
2020-03-10,ACB,0.030918459046160637
2020-10-16,ACB,0.04303794277488862
2021-06-11,ACB,0.027926744429707787
2023-01-19,ACB,0.01795490713765386
2023-01-27,ACB,0.013564682392454015
2023-01-31,ACB,0.044726584519353754
2023-02-01,ACB,0.07524503394350342
2023-02-02,ACB,0.01741877099673276
2023-02-03,ACB,0.04530576771525235
2023-02-06,ACB,0.3302928034451797
2023-08-08,ACB,0.11711457211127688
2024-01-08,ACB,0.06708194409798454
2024-01-09,ACB,0.2951222188997061
2024-01-10,ACB,0.16033539946894473
2024-01-11,ACB,0.11898285395344348
2024-01-15,ACB,0.054393138185563246
2024-01-22,ACB,0.022320424960612033
2024-01-24,ACB,0.030989407706497656
2024-03-25,ACB,0.03390182692330023
2024-10-28,ACB,0.029821760696298917
2024-12-17,ACB,0.018605423160788302
2024-12-20,ACB,0.02188191813974992
2025-03-17,ACB,0.031355568186039184
2025-08-27,ACB,0.029416939696970897
2025-08-28,ACB,0.02893789600327179
2025-09-08,ACB,0.029998152370189508
2025-09-09,ACB,0.03076604269252972
2025-10-21,ACB,0.041397908375755015
2025-10-22,ACB,0.03733913577239274
2025-10-23,ACB,0.04889956988520898
2025-11-04,ACB,0.02358980433261741
2025-11-05,ACB,0.02763602682860273
2022-01-14,ACC,0.023606256170415577
2022-01-17,ACC,0.02420569592128344
2022-01-18,ACC,0.028416579773300546
2022-01-19,ACC,0.03221653976713702
2022-01-20,ACC,0.032142628287355056
2022-01-21,ACC,0.032348478256389875
2022-01-24,ACC,0.03336291612591796
2022-01-25,ACC,0.03259673745633002
2022-01-26,ACC,0.03345008772716559
2022-01-27,ACC,0.03669238601398152
2022-01-28,ACC,0.03315657002427017
2022-02-07,ACC,0.034046940283115196
2022-02-08,ACC,0.03701999502866704
2022-02-09,ACC,0.03850486183866794
2022-02-10,ACC,0.042675169800248366
2022-02-11,ACC,0.04114512438139837
2022-02-14,ACC,0.03286635154542156
2022-02-28,ACC,0.03011449609824258
2022-03-01,ACC,0.030298497960745973
2022-03-02,ACC,0.02984486497918878
2022-03-03,ACC,0.0341191572299366
2022-03-04,ACC,0.029908165366197323
2022-03-11,ACC,0.03427322693631373
2022-08-09,ACC,0.020560586444694176
2024-04-11,ACC,0.04409203467062406
2022-04-04,ACG,0.06265326226780141
2022-04-05,ACG,0.06459800468359811
2022-04-06,ACG,0.13323179056641296
2022-04-07,ACG,0.5553675773743246
2022-04-15,ACG,0.016797102815745906
2022-04-18,ACG,0.027125954925053986
2022-04-19,ACG,0.04004883593763823
2022-06-29,ACG,0.040240404110479924
2022-06-30,ACG,0.05962368468603913
2022-07-01,ACG,0.0751229823735883
2022-07-04,ACG,0.07736629276627476
2022-07-05,ACG,0.042464971779951344
2022-07-08,ACG,0.02845906709532983
2022-07-11,ACG,0.03955306374411224
2022-07-12,ACG,0.0407589028082341
2022-07-13,ACG,0.028904588446718317
2022-07-14,ACG,0.028542370222751832
2022-07-15,ACG,0.02327358264172322
2022-07-18,ACG,0.02142087779247412
2022-08-22,ACG,0.021412866755878817
2022-09-21,ACG,0.15962527847379804
2022-09-22,ACG,0.06677365892808249
2022-09-23,ACG,0.067396686712915
2022-09-26,ACG,0.04643889411222662
2022-09-27,ACG,0.036122664725536886
2022-10-10,ACG,0.031179096241615085
2022-10-11,ACG,0.1280720508809623
2018-11-12,ACL,0.050936979276771634
2018-11-13,ACL,0.06044880213926524
2018-11-14,ACL,0.05530554997482667
2018-11-15,ACL,0.09160751151576012
2018-11-16,ACL,0.3871796422204219
2018-11-19,ACL,0.6344164427809583
2018-11-20,ACL,0.588217173398058
2018-11-21,ACL,0.5724249881818866
2018-11-22,ACL,0.5555404969465023
2018-11-23,ACL,0.49027016303330384
2018-11-26,ACL,0.18733502888299147
2018-11-27,ACL,0.518758591371685
2018-11-28,ACL,0.22377165468406568
2018-11-29,ACL,0.4728556107499348
2018-11-30,ACL,0.2789464921851106
2018-12-03,ACL,0.34064475392416893
2018-12-04,ACL,0.4879149964841055
2018-12-05,ACL,0.40834801090570366
2018-12-06,ACL,0.20864275816942862
2018-12-07,ACL,0.2060486485686109
2018-12-10,ACL,0.5772615943640097
2018-12-11,ACL,0.5832257856083215
2018-12-12,ACL,0.5701697145704198
2018-12-13,ACL,0.42836805931363486
2018-12-14,ACL,0.49884074543848694
2018-12-17,ACL,0.4575881576466492
2018-12-18,ACL,0.6062059946955839
2018-12-19,ACL,0.18064165109432137
2018-12-20,ACL,0.052621214105479625
2018-12-21,ACL,0.040596488354565814
2018-12-24,ACL,0.20117413499217413
2018-12-25,ACL,0.0436206352521805
2018-12-26,ACL,0.6009946152311664
2018-12-27,ACL,0.5838219164443772
2019-01-03,ACL,0.031406322954426094
2019-01-04,ACL,0.054824045794131075
2019-01-07,ACL,0.014888323625083678
2019-01-08,ACL,0.026803996431720732
2019-01-09,ACL,0.023175403489671623
2019-01-10,ACL,0.010394853259403435
2019-01-14,ACL,0.01867547878834887
2019-01-21,ACL,0.028125136673127275
2019-05-07,ACL,0.02827995909924227
2019-05-08,ACL,0.029228535299551665
2020-08-05,ACL,0.03151843339118488
2020-08-12,ACL,0.02938582660540864
2022-04-20,ACL,0.2767978626425502
2022-04-21,ACL,0.06656081762282644
2022-04-22,ACL,0.09331462712143786
2022-04-28,ACL,0.1336624558516668
2022-04-29,ACL,0.024957903097370258
2022-05-04,ACL,0.01810270610396691
2022-05-05,ACL,0.037522484142118784
2022-05-06,ACL,0.027929911771777217
2022-05-09,ACL,0.037615123241669116
2022-05-10,ACL,0.019115144144702407
2022-05-11,ACL,0.023182759462258912
2022-05-13,ACL,0.015781347483701615
2022-05-17,ACL,0.03212590500556734
2022-05-18,ACL,0.019829706444505713
2022-05-20,ACL,0.0202352385183886
2022-06-08,ACL,0.011548661002932364
2022-06-09,ACL,0.00966676459395706
2022-06-21,ACL,0.09875918150007107
2020-04-24,ADG,0.026155220940921958
2020-04-27,ADG,0.029593869239747394
2020-04-28,ADG,0.02590490361003659
2020-04-29,ADG,0.03376211893374941
2020-05-04,ADG,0.06330075627255849
2020-05-05,ADG,0.051337293666046516
2020-05-06,ADG,0.0641768669097493
2020-05-07,ADG,0.06752507628468105
2020-05-08,ADG,0.06460963933194858
2020-05-11,ADG,0.06185172222863835
2020-05-12,ADG,0.07465540261127857
2020-05-13,ADG,0.0710148115368011
2020-05-14,ADG,0.05193644794511962
2020-05-15,ADG,0.03930991610887015
2020-05-18,ADG,0.04587528368986708
2020-05-19,ADG,0.02921227235953794
2020-05-26,ADG,0.025251558586920735
2020-06-05,ADG,0.030286669241522252
2020-06-10,ADG,0.03210195909587563
2020-06-11,ADG,0.03554837119575819
2020-06-12,ADG,0.030701254244200418
2020-06-15,ADG,0.03259984436941384
2020-06-16,ADG,0.029670346188374472
2020-06-17,ADG,0.03258455280455374
2020-06-18,ADG,0.028947132379493593
2020-06-19,ADG,0.026309124280157282
2020-06-22,ADG,0.02837482411998739
2020-06-23,ADG,0.031447196557861906
2020-06-24,ADG,0.030959595666792124
2020-06-25,ADG,0.032180581418839276
2020-06-26,ADG,0.027612979541082334
2020-06-29,ADG,0.029541245308443837
2020-06-30,ADG,0.027252743374834125
2020-07-01,ADG,0.025622575623735083
2020-07-02,ADG,0.026653069090355915
2020-07-03,ADG,0.027437594498074293
2020-07-06,ADG,0.027857174972839547
2020-07-09,ADG,0.02831564518428539
2020-07-10,ADG,0.02896373086733642
2020-07-13,ADG,0.02809214154681918
2020-07-17,ADG,0.026651909176520945
2020-07-20,ADG,0.0267704775462232
2020-07-21,ADG,0.027552023107352906
2020-07-22,ADG,0.024684299026574794
2020-07-23,ADG,0.029259099381437496
2020-09-22,ADG,0.03016800551157573
2020-09-24,ADG,0.029497821560897843
2020-09-25,ADG,0.02984095757732438
2020-09-29,ADG,0.02989686696874131
2020-10-02,ADG,0.029522774061330415
2020-11-10,ADG,0.027470586272782784
2020-11-11,ADG,0.032527105159260584
2020-11-12,ADG,0.0741030258418772
2020-11-13,ADG,0.03594822630950584
2020-11-16,ADG,0.044799813172763756
2020-12-08,ADG,0.026284399181937708
2020-12-14,ADG,0.040536657953609695
2020-12-15,ADG,0.02328062103363185
2020-12-21,ADG,0.04149937889297702
2020-12-22,ADG,0.030074459253820327
2020-12-25,ADG,0.02846488141432113
2020-12-30,ADG,0.03774235467473227
2020-12-31,ADG,0.021639564828139217
2021-01-06,ADG,0.08926292915326325
2021-11-26,ADG,0.020604345250201616
2022-02-08,ADG,0.02869267654383243
2022-02-09,ADG,0.03012351043087799
2022-02-10,ADG,0.02857878153909446
2022-02-11,ADG,0.028598276297676757
2022-02-14,ADG,0.029286622436310156
2022-02-15,ADG,0.02871752098191926
2022-02-16,ADG,0.029465391924016534
2022-02-17,ADG,0.030007321428925152
2022-02-18,ADG,0.030106405836260723
2022-02-21,ADG,0.03064927148982925
2022-02-22,ADG,0.03000817812017479
2022-02-24,ADG,0.02984740377395214
2022-02-28,ADG,0.030076354199399965
2022-03-01,ADG,0.030050862289560453
2022-03-07,ADG,0.029215899066091
2022-03-09,ADG,0.03050710797506337
2022-03-11,ADG,0.029498576363613995
2022-03-14,ADG,0.03007523940533095
2022-03-30,ADG,0.027087574572652533
2022-04-08,ADG,0.044845793833548364
2022-04-14,ADG,0.03240342580920978
2022-04-15,ADG,0.02907927006624917
2022-08-25,ADG,0.03261188111762528
2022-08-26,ADG,0.01852591458946047
2022-08-29,ADG,0.03939317315232081
2022-08-31,ADG,0.02148517409685254
2022-09-12,ADG,0.06834665037651035
2022-09-13,ADG,0.07056412413536003
2022-09-14,ADG,0.03981866778342179
2022-09-15,ADG,0.021581189645513435
2022-09-16,ADG,0.01884599219404356
2022-09-19,ADG,0.011754772885440044
2022-09-21,ADG,0.3508145235931172
2022-09-22,ADG,0.013094354080458196
2022-09-26,ADG,0.02167752031297186
2022-09-28,ADG,0.030888788048239055
2022-09-30,ADG,0.02180653698259003
2022-10-03,ADG,0.04658621067915783
2018-05-10,ADP,0.034605165160812044
2018-05-17,ADP,0.02803798618692333
2018-05-30,ADP,0.20856554042178788
2018-06-18,ADP,0.03849775221223339
2018-09-17,ADP,0.5865377173856455
2019-03-29,ADP,0.1820516106778938
2019-04-26,ADP,0.7110665206739789
2019-05-02,ADP,0.7236252456634713
2019-05-03,ADP,0.7193635399455242
2019-05-06,ADP,0.32966427787404495
2019-05-20,ADP,0.44515092495426994
2019-06-12,ADP,0.5380888305776832
2020-03-31,ADP,0.024947707826619103
2021-06-18,ADP,0.128710709330592
2021-08-05,ADP,0.6824271995451419
2018-05-22,ADS,0.020585061159156415
2018-05-23,ADS,0.032791144886389144
2018-05-24,ADS,0.05016002515723944
2018-05-25,ADS,0.14057543487921992
2018-05-28,ADS,0.03521943127740379
2018-05-29,ADS,0.14331293932367115
2018-06-13,ADS,0.012491555070990158
2018-06-14,ADS,0.01767295823240988
2018-06-19,ADS,0.013615241761662808
2018-06-21,ADS,0.02670801330385078
2018-06-25,ADS,0.034217823042424315
2018-06-26,ADS,0.025892833055353746
2018-06-27,ADS,0.032979613468796784
2018-06-28,ADS,0.03479505991097737
2018-06-29,ADS,0.02975717295678881
2018-07-02,ADS,0.08669248121104743
2018-07-03,ADS,0.055111127413334446
2018-07-04,ADS,0.035205048245383806
2018-07-05,ADS,0.04127868944645356
2018-07-06,ADS,0.03784484114597192
2018-07-09,ADS,0.04000453295572473
2018-07-10,ADS,0.06666346160871435
2018-07-11,ADS,0.02732759712861793
2018-07-13,ADS,0.02537471910655819
2018-07-17,ADS,0.030173019589839912
2018-07-18,ADS,0.028299800448408803
2018-07-19,ADS,0.030703601547975776
2018-07-20,ADS,0.024917467334442858
2018-07-24,ADS,0.021661015918037794
2018-07-26,ADS,0.02424599221902672
2018-07-27,ADS,0.03418300037035854
2018-07-30,ADS,0.0553349326435372
2018-07-31,ADS,0.05434296616070461
2018-08-01,ADS,0.037726292261580884
2018-08-02,ADS,0.061254373941557444
2018-08-03,ADS,0.028083118047949863
2018-08-06,ADS,0.031744832363461144
2018-08-07,ADS,0.14108223727469862
2018-08-08,ADS,0.047595792639305606
2018-08-09,ADS,0.0654272067689651
2019-05-03,ADS,0.03184091572943252
2019-06-17,ADS,0.03055083671219135
2019-06-18,ADS,0.07278420137998362
2019-06-19,ADS,0.05004352664747088
2019-06-20,ADS,0.0631819849887706
2019-06-21,ADS,0.03048547846758544
2019-06-24,ADS,0.03379339529445059
2019-06-26,ADS,0.028717562518798832
2019-07-04,ADS,0.032975755432278805
2019-07-05,ADS,0.06146515413831985
2019-07-08,ADS,0.02440065287320921
2019-07-09,ADS,0.05195055174375902
2019-07-10,ADS,0.030031918029739306
2019-07-11,ADS,0.028192331536280132
2019-07-12,ADS,0.02643438467394926
2019-07-16,ADS,0.028869285987505884
2019-07-17,ADS,0.02912184721178626
2019-07-18,ADS,0.029680882013062893
2019-07-19,ADS,0.03206953943245996
2019-07-22,ADS,0.04502768174314222
2019-07-23,ADS,0.028702157266474543
2019-07-24,ADS,0.028952675044883833
2019-07-26,ADS,0.028976608426001745
2019-07-29,ADS,0.05077752322727597
2019-08-26,ADS,0.10184596783968511
2019-11-28,ADS,0.10608515005890726
2020-01-14,ADS,0.532620828689012
2020-03-25,ADS,0.027320186402724815
2020-04-06,ADS,0.025953477884300358
2020-12-16,ADS,0.03529670545434829
2021-03-09,ADS,0.024674398199799122
2021-03-10,ADS,0.026623754923854243
2021-03-11,ADS,0.035151263409164496
2021-03-12,ADS,0.029861427038303048
2021-03-15,ADS,0.03121034533090378
2021-07-22,ADS,0.027752804271065034
2021-08-05,ADS,0.030000339101131798
2021-08-06,ADS,0.01657981900402043
2021-08-11,ADS,0.02912828532208371
2021-10-01,ADS,0.02887233470081669
2023-03-06,ADS,0.030332059693531862
2023-03-07,ADS,0.09393609995316951
2023-03-17,ADS,0.0875707655601438
2023-03-20,ADS,0.0359311842407487
2023-03-21,ADS,0.020051940404920695
2023-06-21,ADS,0.06034502623863986
2023-07-04,ADS,0.039434061637072505
2023-08-17,ADS,0.02367193491078836
2025-07-31,ADS,0.02984390905221478
2025-08-01,ADS,0.029429201286007605
2020-06-17,AGG,0.030751715623131153
2020-06-18,AGG,0.02639425293715403
2020-06-23,AGG,0.02893995902556602
2020-06-24,AGG,0.029934471899726093
2020-06-25,AGG,0.03237059342166687
2020-06-26,AGG,0.026967735256036785
2020-06-29,AGG,0.027817664175819694
2020-06-30,AGG,0.027158321819009804
2020-07-02,AGG,0.025427807137188004
2020-07-06,AGG,0.027241647906269494
2020-08-31,AGG,0.028906116903439822
2020-09-01,AGG,0.029610332609490187
2020-09-03,AGG,0.028995481698365282
2020-09-04,AGG,0.029919469067209947
2020-09-07,AGG,0.029872835922712383
2020-09-08,AGG,0.03009520457223134
2020-09-09,AGG,0.028734989192810482
2020-09-10,AGG,0.029733942981098313
2020-09-23,AGG,0.02982296879710105
2020-09-24,AGG,0.029606304686527484
2020-09-28,AGG,0.02894548559541753
2020-10-01,AGG,0.03219028998302983
2020-10-02,AGG,0.03068266430997285
2020-10-12,AGG,0.025273954312163897
2020-10-13,AGG,0.03220814862132577
2020-10-14,AGG,0.030537079987854637
2020-10-15,AGG,0.036267693130624584
2020-10-16,AGG,0.02374649596186598
2020-11-17,AGG,0.021818952938394837
2020-11-23,AGG,0.0231593328602512
2020-12-01,AGG,0.0299669257789325
2020-12-02,AGG,0.023067494861296157
2020-12-03,AGG,0.03447373744980016
2020-12-04,AGG,0.030627913987368985
2020-12-07,AGG,0.060104613047309005
2020-12-08,AGG,0.32328231771175964
2020-12-09,AGG,0.029245336472041444
2020-12-10,AGG,0.032000455439926835
2020-12-11,AGG,0.03240503434793658
2020-12-14,AGG,0.07144944304271453
2020-12-15,AGG,0.0670458193496859
2020-12-16,AGG,0.5750599224385495
2020-12-17,AGG,0.26691250297672725
2020-12-18,AGG,0.040676438825844784
2020-12-21,AGG,0.6004772158010316
2020-12-22,AGG,0.03121016764482775
2020-12-23,AGG,0.03118863492879246
2021-02-04,AGG,0.02506763338759674
2021-05-06,AGG,0.028437292835982626
2021-05-13,AGG,0.025430723399564197
2021-05-19,AGG,0.027170669129088658
2021-06-29,AGG,0.02939768319199046
2021-06-30,AGG,0.03484810658757473
2021-07-19,AGG,0.03808921329086992
2021-07-20,AGG,0.017478224422801704
2021-07-28,AGG,0.02490638094445518
2021-07-29,AGG,0.022923279550010178
2021-08-02,AGG,0.09437985159091113
2022-01-25,AGG,0.024567391591794708
2022-03-01,AGG,0.030186149774373037
2022-03-08,AGG,0.03235851571925581
2022-03-09,AGG,0.03631196076210197
2022-03-10,AGG,0.034133087349068954
2022-03-15,AGG,0.029601268905906294
2022-03-16,AGG,0.03031674101061061
2023-08-15,AGG,0.05813422150983653
2023-08-16,AGG,0.03921609597570861
2025-03-06,AGG,0.055611858292375325
2025-03-10,AGG,0.03289147278346906
2025-03-13,AGG,0.2269482274500103
2025-07-30,AGG,0.030255770868508104
2025-07-31,AGG,0.03256252369509286
2025-08-01,AGG,0.032767028203856026
2025-08-06,AGG,0.029705076977888465
2018-05-07,ANV,0.04715775830263983
2018-05-08,ANV,0.02719940396503644
2018-05-09,ANV,0.02923395767919453
2018-05-24,ANV,0.019435328788541588
2018-05-25,ANV,0.1519417624094674
2018-05-28,ANV,0.025333680947496124
2018-05-29,ANV,0.01865065545312332
2018-05-30,ANV,0.04264318364942252
2018-05-31,ANV,0.027084881841137883
2018-06-04,ANV,0.02469283059004442
2018-06-05,ANV,0.03141062753276187
2018-06-06,ANV,0.3821922931389592
2018-06-07,ANV,0.22873882457871691
2018-06-08,ANV,0.12326968844958949
2018-06-11,ANV,0.030561068833667805
2018-06-12,ANV,0.04154427672782346
2018-06-13,ANV,0.09501837985379062
2018-06-14,ANV,0.10080653731397966
2018-06-15,ANV,0.0369540153615184
2018-06-18,ANV,0.031434599739286195
2018-06-19,ANV,0.09351228370431124
2018-06-20,ANV,0.04776402684693166
2018-06-21,ANV,0.08023935679744895
2018-06-22,ANV,0.10622927337286146
2018-06-25,ANV,0.13687166962179972
2018-06-26,ANV,0.030333121806279974
2018-06-27,ANV,0.03464955137515707
2018-06-28,ANV,0.0395311756144065
2018-06-29,ANV,0.024488720285635087
2018-07-02,ANV,0.013897162116577896
2018-10-11,ANV,0.029370999166418995
2018-10-15,ANV,0.017748140004627055
2018-10-16,ANV,0.019340482278946473
2018-10-17,ANV,0.03066353314491484
2018-10-18,ANV,0.06843705843713348
2018-10-19,ANV,0.02730157128091403
2018-10-22,ANV,0.1816775998907501
2018-10-23,ANV,0.0701323104794453
2018-10-24,ANV,0.03091862796581802
2018-10-25,ANV,0.3465783399296877
2018-10-26,ANV,0.03104323264611403
2018-10-29,ANV,0.03233850692506811
2018-10-30,ANV,0.029627544808542194
