date,vol_20,vol_60,vol_change,max_drawdown_60
2014-08-26,0.01442794019650326,0.022308795992542742,-0.02109135261020081,-0.08814589665653494
2014-08-27,0.01442794019650326,0.02226248365147635,0.0,-0.08814589665653494
2014-08-28,0.015182872006675398,0.02221435879034662,0.05137969561326866,-0.06990881458966569
2014-08-29,0.015263514520040329,0.02222061333391656,0.005337777904082781,-0.06382978723404253
2014-09-03,0.015075237126509294,0.022221968845051406,-0.01250620489049462,-0.059270516717325195
2014-09-04,0.014735543041504392,0.022213249028901417,-0.022961256601190784,-0.059270516717325195
2014-09-05,0.016202569799479757,0.02253157438798766,0.09564273294739381,-0.028875379939209744
2014-09-08,0.0178739609157455,0.022946974536379915,0.09901310801611339,-0.059270516717325195
2014-09-09,0.01782603349065884,0.022946974536379915,-0.002709045342585849,-0.059270516717325195
2014-09-10,0.01782603349065884,0.022917366878047966,0.0,-0.059270516717325195
2014-09-11,0.016010998683615236,0.022917366878047966,-0.10829405343190471,-0.059270516717325195
2014-09-12,0.015982761857611796,0.022917366878047966,-0.001779301208296415,-0.059270516717325195
2014-09-15,0.014293448470855582,0.022924051981779034,-0.11255618797608735,-0.06382978723404253
2014-09-16,0.014248716440658785,0.022914759356886725,-0.003156872090845006,-0.06382978723404253
2014-09-17,0.014293448470855582,0.022143758925174527,0.0031568720908449347,-0.059270516717325195
2014-09-18,0.012314826234263138,0.022143758925174527,-0.14998875436827344,-0.059270516717325195
2014-09-19,0.016678268458342162,0.023104327425264935,0.2414061906301087,-0.1063829787234043
2014-09-22,0.019050512807623324,0.0221366672472335,0.13417701720935662,-0.06990881458966569
2014-09-23,0.019905360069856638,0.02037599423244969,0.04432381409560028,-0.0942249240121581
2014-09-24,0.02074055296140832,0.020625097062243577,0.041520809003713056,-0.06990881458966569
2014-09-25,0.020895983463206896,0.020730505399434856,0.007544078982848157,-0.05167173252279633
2014-09-26,0.02141936044025396,0.020898602165776044,0.0250008443760986,-0.06990881458966569
2014-09-29,0.022614079970781516,0.02140178665977963,0.054877040404553004,-0.033434650455927084
2014-09-30,0.02259213027530023,0.021193287121775,-0.0009821078791184348,-0.033434650455927084
2014-10-01,0.022581700884230428,0.02118537550955072,-0.00046697894099104675,-0.033434650455927084
2014-10-02,0.022790817456428154,0.02126678662857512,0.00932277834768404,-0.045592705167173286
2014-10-03,0.021659177044901282,0.02129154285700645,-0.051496358237667704,-0.05167173252279633
2014-10-06,0.021186171781505895,0.021416478140639416,-0.022317888957849835,-0.027355623100303927
2014-10-07,0.021186171781505895,0.02138263753728133,0.0,-0.027355623100303927
2014-10-08,0.021416243680443234,0.021466573219660112,0.010916429462169698,-0.03951367781155013
2014-10-09,0.021630093043845305,0.021429550320626593,0.010043160606150372,-0.05167173252279633
2014-10-10,0.022312183022217314,0.021216607057066295,0.03138959128932456,-0.027355623100303927
2014-10-13,0.022732066570365732,0.021375908709771754,0.018854420310928488,-0.045592705167173286
2014-10-14,0.022732066570365732,0.019813402916011153,0.0,-0.045592705167173286
2014-10-15,0.02313786912348336,0.018653643108734907,0.01789774847173373,-0.06382978723404253
2014-10-16,0.02317864655995364,0.01864367563303616,0.0017812833455157725,-0.043749999999999956
2014-10-17,0.01997508644392513,0.01828562886845137,-0.1503530997466069,-0.043749999999999956
2014-10-20,0.019274560781764472,0.018306699218758545,-0.03605107726767281,-0.012499999999999956
2014-10-21,0.018150471104387878,0.01815323474642343,-0.060653381289769014,-0.012499999999999956
2014-10-22,0.017310019507479197,0.01752714732855418,-0.04783246122946629,-0.012499999999999956
2014-10-23,0.016808606868103863,0.0173492245250316,-0.0296458292333859,-0.012499999999999956
2014-10-24,0.016153346995438727,0.0173492245250316,-0.04009230204582601,-0.012499999999999956
2014-10-27,0.014307678649930874,0.01752659224606337,-0.1222560076658802,-0.03125
2014-10-28,0.015320175047270212,0.017840941644504345,0.06888168055696316,-0.05625000000000002
2014-10-29,0.01658352772331356,0.018098676214825353,0.07987261257455579,-0.03125
2014-10-30,0.01689298710405389,0.018194540340937433,0.018643824966849513,-0.050000000000000044
2014-10-31,0.017059319701070646,0.01827387106378551,0.00988148870883369,-0.0625
2014-11-03,0.020874238354870425,0.019712968592144834,0.20373250154066994,-0.006249999999999978
2014-11-04,0.020874238354870425,0.019698825143344416,0.0,-0.006249999999999978
2014-11-05,0.021866160554210763,0.020130367065884548,0.046922183370235376,-0.03749999999999998
2014-11-06,0.021705141715106034,0.019663415519410508,-0.007471882101221309,-0.03749999999999998
2014-11-07,0.020859971441240566,0.019647850176610825,-0.040141162780527206,-0.03749999999999998
2014-11-10,0.021227534545552585,0.019483732135760806,0.017651475605133464,-0.0625
2014-11-11,0.02258858140137605,0.01992758994421456,0.06282837243352798,-0.03125
2014-11-12,0.02259920769255939,0.02008243882365702,0.00047564988618057144,-0.050000000000000044
2014-11-13,0.0226094511364287,0.01969780811869562,0.0004583037422368112,-0.043749999999999956
2014-11-14,0.0226094511364287,0.019626828007406828,0.0,-0.043749999999999956
2014-11-17,0.021351717294059876,0.019626828007406828,-0.05786698363948785,-0.043749999999999956
2014-11-18,0.021351717294059876,0.01960764262278415,0.0,-0.043749999999999956
2014-11-19,0.021351717294059876,0.019590260130819465,0.0,-0.043749999999999956
2014-11-20,0.021847863478644168,0.0196643421963709,0.02321991920858331,-0.025000000000000022
2014-11-21,0.021902494332308668,0.01967764162174031,0.0025248051989865336,-0.018750000000000044
2014-11-24,0.021835420689959664,0.019664023253110043,-0.0031007309192562023,0.0
2014-11-25,0.021147194462561802,0.019781755412601087,-0.03237153712807552,0.0
