date,risk_score
2014-10-22,0.00030953623
2014-10-23,0.0001404034
2014-10-24,0.0006791331
2014-10-27,0.0008034471
2014-10-28,0.0033555983
2014-10-29,0.0010604395
2014-10-30,0.0018684373
2014-10-31,0.0009621574
2014-11-03,0.0016446548
2014-11-04,0.0008699831
2014-11-05,0.006796783
2014-11-06,0.0006284679
2014-11-07,0.00012021733
2014-11-10,0.00045635656
2014-11-11,0.00038018904
2014-11-12,0.00017500471
2014-11-13,4.855811e-05
2014-11-14,0.0006408016
2014-11-17,0.0009340034
2014-11-18,0.0018077889
2014-11-19,0.0027464153
2014-11-20,0.0020587123
2014-11-21,0.0013034005
2014-11-24,0.0032878027
2014-11-25,0.00095352856
2014-11-26,0.0011890626
2014-11-27,0.0010869657
2014-11-28,0.0010348206
2014-12-01,0.001061087
2014-12-02,0.00061076705
2014-12-03,0.0004102933
2014-12-04,0.00042522012
2014-12-05,0.009446569
2014-12-08,0.0018092607
2014-12-09,0.0006574906
2014-12-10,0.012325404
2014-12-11,0.00082886836
2014-12-12,0.0005741532
2014-12-15,0.00011500204
2014-12-16,0.0002518684
2014-12-17,0.002658114
2014-12-18,0.00713664
2014-12-19,0.0079853395
2014-12-22,0.0012894751
2014-12-23,0.0003217489
2014-12-24,0.00028664933
2014-12-25,0.00021951622
2014-12-26,0.0035940309
2014-12-29,0.0042682136
2014-12-30,0.0032300632
2014-12-31,0.002317683
2015-01-05,0.0021274472
2015-01-06,0.00042212696
2015-01-07,0.0023521327
2015-01-08,0.0018806359
2015-01-09,0.0003314145
2015-01-12,0.0018402858
2015-01-13,0.0020549349
2015-01-14,0.0024407143
2015-01-15,0.0013725397
2015-01-16,0.00064083963
2015-01-19,0.00024048577
2015-01-20,0.00025518402
2015-01-21,0.0031861356
2015-01-22,0.0013324601
2015-01-23,0.0017944112
2015-01-26,0.0027834554
2015-01-27,0.000791069
2015-01-28,0.0010337124
2015-01-29,0.00089623046
2015-01-30,0.0036932642
2015-02-02,0.0016902828
2015-02-03,0.001177116
2015-02-04,0.0012962968
2015-02-05,0.002277327
2015-02-06,0.0012098025
2015-02-09,0.003928921
2015-02-10,0.002155655
2015-02-11,0.0006148963
2015-02-12,0.0016244855
2015-02-13,0.0015186513
2015-02-24,0.0015280129
2015-02-25,0.00092613016
2015-02-26,0.00103319
2015-02-27,0.0016309802
2015-03-02,0.001520148
2015-03-03,0.0007261511
2015-03-04,0.0016395986
2015-03-05,0.008081314
2015-03-06,0.0014104439
2015-03-09,0.00024234329
2015-03-10,0.002576671
2015-03-11,0.00053786393
2015-03-12,0.0003774473
2015-03-13,0.00028174615
2015-03-16,0.005646427
2015-03-17,0.0008283022
2015-03-18,0.0005292856
2015-03-19,0.00054440624
2015-03-20,0.0023862952
2015-03-23,0.00347815
2015-03-24,0.0022556859
2015-03-25,0.0010482594
2015-03-26,0.001012206
2015-03-27,0.0011767218
2015-03-30,0.001606951
2015-03-31,0.0010980883
2015-04-01,0.0010690698
2015-04-02,0.00046148553
2015-04-03,0.009485291
2015-04-06,0.001344949
2015-04-07,0.00075105374
2015-04-08,0.00029645942
2015-04-09,0.00022745959
2015-04-10,0.00085032673
2015-04-13,8.327281e-05
2015-04-14,0.00037739507
2015-04-15,0.0008407665
2015-04-16,0.0009442981
2015-04-17,0.000599487
2015-04-20,0.0003361659
2015-04-21,0.00042357808
2015-04-22,0.0013550438
2015-04-23,0.00138794
2015-04-24,0.00091450865
2015-04-27,0.0005114869
2015-05-04,0.001085562
2015-05-05,0.001724346
2015-05-06,0.001000734
2015-05-07,0.0007434905
2015-05-08,0.001625637
2015-05-11,0.0009007846
2015-05-12,0.0017535833
2015-05-13,0.0015938263
2015-05-14,0.00324827
2015-05-15,0.001244686
2015-05-18,0.0048610335
2015-05-19,0.0012949617
2015-05-20,0.0012384902
2015-05-21,0.014538687
2015-05-22,0.0012815327
2015-05-25,0.00038936676
2015-05-26,0.0012919211
2015-05-27,1.3160054e-05
2015-05-28,0.00031087396
2015-05-29,0.00041270518
2015-06-01,0.0011406104
2015-06-02,0.0025640442
2015-06-03,0.0014164005
2015-06-04,2.6251422e-05
2015-06-05,0.0020142684
2015-06-08,0.0037815575
2015-06-09,0.0008936264
2015-06-10,0.00077083317
2015-06-11,0.0001143195
2015-06-12,0.0008353335
2015-06-15,0.0018482202
2015-06-16,0.00065766904
2015-06-17,0.0007041702
2015-06-18,0.00010842958
2015-06-19,0.00040459452
2015-06-22,0.001063681
2015-06-23,0.0004553863
2015-06-24,0.0011750972
2015-06-25,0.0011026779
2015-06-26,0.0012580097
2015-06-29,0.00061879255
2015-06-30,0.00052384613
2015-07-01,0.00040840567
2015-07-02,0.0012742003
2015-07-03,0.0003975808
