date,risk_score
2014-10-22,0.00058503624
2014-10-23,0.0002072556
2014-10-24,3.20439e-05
2014-10-27,0.00058601
2014-10-28,0.0027370271
2014-10-29,0.0022648084
2014-10-30,0.0017510515
2014-10-31,0.001758469
2014-11-03,0.00074976677
2014-11-04,0.00013340649
2014-11-05,0.0011478151
2014-11-06,0.003692078
2014-11-07,0.0022153368
2014-11-10,0.0008894366
2014-11-11,0.001349562
2014-11-12,0.00056188146
2014-11-13,0.0021800753
2014-11-14,0.0006621389
2014-11-17,0.002969609
2014-11-18,0.0002855094
2014-11-19,0.002641071
2014-11-20,0.00075021916
2014-11-21,0.0019422579
2014-11-24,0.0050449334
2014-11-25,0.0019094734
2014-11-26,0.0077681467
2014-11-27,0.0014180216
2014-11-28,0.0010571287
2014-12-01,0.0032494892
2014-12-02,0.00084731576
2014-12-03,0.001441231
2014-12-04,0.0014913825
2014-12-05,0.0005379387
2014-12-08,0.0005350632
2014-12-09,0.0030354045
2014-12-10,0.009911652
2014-12-11,0.00070395734
2014-12-12,0.001732248
2014-12-15,0.00078672287
2014-12-16,7.646042e-06
2014-12-17,0.0004833507
2014-12-18,0.0077599054
2014-12-19,0.0013522035
2014-12-22,0.005541279
2014-12-23,0.0011213913
2014-12-24,0.00016192859
2014-12-25,0.0006601145
2014-12-26,0.0007542187
2014-12-29,0.001611823
2014-12-30,0.0013765399
2014-12-31,0.003967298
2015-01-05,0.00070862495
2015-01-06,0.0007659995
2015-01-07,0.0014992019
2015-01-08,0.0005714827
2015-01-09,0.00021342444
2015-01-12,0.00017094938
2015-01-13,0.0015574596
2015-01-14,0.001192246
2015-01-15,0.0009582349
2015-01-16,0.0019664303
2015-01-19,0.00051657844
2015-01-20,0.0009995798
2015-01-21,0.00028701813
2015-01-22,0.0003433916
2015-01-23,0.0013322033
2015-01-26,0.0012334443
2015-01-27,0.002805464
2015-01-28,0.0013533358
2015-01-29,0.0009400713
2015-01-30,0.001489217
2015-02-02,0.00091299985
2015-02-03,0.0020138181
2015-02-04,0.00089770963
2015-02-05,0.0021652672
2015-02-06,0.0014241842
2015-02-09,0.0015927972
2015-02-10,0.0009216467
2015-02-11,0.0019192233
2015-02-12,0.003368796
2015-02-13,0.0017396607
2015-02-24,0.0011905644
2015-02-25,0.014215728
2015-02-26,0.0017615851
2015-02-27,0.0007109456
2015-03-02,9.425625e-05
2015-03-03,0.000892618
2015-03-04,0.0076851137
2015-03-05,0.00020852906
2015-03-06,0.0013051449
2015-03-09,0.00050739944
2015-03-10,0.0024595796
2015-03-11,0.0003614474
2015-03-12,0.0034517343
2015-03-13,0.0015400971
2015-03-16,0.0007117559
2015-03-17,0.0008735962
2015-03-18,0.0022338398
2015-03-19,0.0009123668
2015-03-20,0.0010022257
2015-03-23,4.75205e-05
2015-03-24,0.004200713
2015-03-25,0.002300419
2015-03-26,0.003374565
2015-03-27,0.0027292715
2015-03-30,0.0022874542
2015-03-31,0.007170787
2015-04-01,0.0019666883
2015-04-02,0.004593115
2015-04-03,0.002173914
2015-04-06,0.002673577
2015-04-07,0.0073256474
2015-04-08,0.004261612
2015-04-09,0.0018396943
2015-04-10,0.0035726293
2015-04-13,0.0019091298
2015-04-14,0.0018015868
2015-04-15,0.0025795144
2015-04-16,0.002033351
2015-04-17,0.0022353316
2015-04-20,0.0023069154
2015-04-21,0.00306967
2015-04-22,0.00158522
2015-04-23,0.004781562
2015-04-24,0.0033670962
2015-04-27,0.0021682752
2015-05-04,0.001727392
2015-05-05,0.0067356294
2015-05-06,0.003236305
2015-05-07,0.0033713158
2015-05-08,0.0033303513
2015-05-11,0.0026160246
2015-05-12,0.0043812073
2015-05-13,0.002536757
2015-05-14,0.002872013
2015-05-15,0.0048360974
2015-05-18,0.0036215407
2015-05-19,0.0035064348
2015-05-20,0.0029884903
2015-05-21,0.0042629587
2015-05-22,0.00342478
2015-05-25,0.0028530573
2015-05-26,0.0038834903
2015-05-27,0.0029417612
2015-05-28,0.003831568
2015-05-29,0.0035863896
2015-06-01,0.003365948
2015-06-02,0.0020574376
2015-06-03,0.0030864002
2015-06-04,0.0032654586
2015-06-05,0.0032746869
2015-06-08,0.0031552454
2015-06-09,0.0021449453
2015-06-10,0.0046595987
2015-06-11,0.002288092
2015-06-12,0.0022234472
2015-06-15,0.0024398426
2015-06-16,0.0026752478
2015-06-17,0.005591874
2015-06-18,0.0021381795
2015-06-19,0.0037818346
2015-06-22,0.0020404034
2015-06-23,0.0012164392
2015-06-24,0.005556564
2015-06-25,0.001857193
2015-06-26,0.0016644616
2015-06-29,0.003101071
2015-06-30,0.0014888953
2015-07-01,0.001326249
2015-07-02,0.0028241775
2015-07-03,0.0034182507
2015-07-06,0.0015532124
2015-07-07,0.0039698416
2015-07-08,0.0011506543
2015-07-09,0.0038283241
2015-07-10,0.003478853
2015-07-13,0.0014248424
2015-07-14,0.0019796477
2015-07-15,0.0010789119
2015-07-16,0.0051096557
2015-07-17,0.0016708258
2015-07-20,0.0034348683
2015-07-21,0.0005722557
2015-07-22,0.00091770425
2015-07-23,0.0038515064
2015-07-24,0.0015169272
2015-07-27,0.0011554206
2015-07-28,0.00096012466
2015-07-29,0.0038085796
2015-07-30,0.003260307
2015-07-31,0.00049857993
2015-08-03,0.0014630061
2015-08-04,0.0035620502
2015-08-05,0.0010334696
2015-08-06,0.00135936
2015-08-07,0.007549124
2015-08-10,0.0022465896
2015-08-11,0.004110599
2015-08-12,0.0012339063
2015-08-13,0.00046039757
2015-08-14,0.005314973
2015-08-17,0.0013534967
2015-08-18,0.0029804124
2015-08-19,0.0029538716
