date,latent_0,latent_1,latent_2
2014-09-16,-0.7509651,0.5029878,0.05613467
2014-09-17,-0.7413739,0.44067493,0.20751753
2014-09-18,0.08360723,0.49006402,0.5071604
2014-09-19,0.16210403,0.5179216,0.5017649
2014-09-22,0.044838488,0.4573497,0.5924442
2014-09-23,-0.6297597,0.407082,0.3851169
2014-09-24,0.12510125,0.42228383,0.7435217
2014-09-25,0.056745306,0.47387433,0.60437167
2014-09-26,0.07660927,0.5549945,0.47772762
2014-09-29,0.024806157,0.48756066,0.5928155
2014-09-30,0.013977215,0.43523687,0.69838667
2014-10-01,0.19677635,0.41238403,0.8443055
2014-10-02,0.021423489,0.46661434,0.6624818
2014-10-03,0.08858243,0.51992506,0.59789705
2014-10-06,0.25962228,0.5352371,0.6501945
2014-10-07,0.07357927,0.48135033,0.6659112
2014-10-08,0.26538336,0.4896122,0.7489655
2014-10-09,0.054170504,0.5458646,0.5122814
2014-10-10,0.28489983,0.55831164,0.6183573
2014-10-13,0.09297918,0.55268353,0.5357965
2014-10-14,0.3589821,0.56575465,0.65045345
2014-10-15,0.45797753,0.5757004,0.6933435
2014-10-16,0.33504927,0.56335014,0.6400845
2014-10-17,0.0860481,0.5514399,0.5321026
2014-10-20,0.5347185,0.56059,0.72033525
2014-10-21,0.6990735,0.53478014,0.7799392
2014-10-22,0.01750046,0.4707104,0.52811
2014-10-23,-0.61816823,0.40873173,0.34161803
2014-10-24,0.6628466,0.41267702,0.9616227
2014-10-27,0.0054916143,0.2984378,0.78271997
2014-10-28,0.25411397,0.27520004,0.9277034
2014-10-29,-0.03863898,0.22846833,0.84241116
2014-10-30,0.4288137,0.20961443,1.1018298
2014-10-31,-0.11922227,0.22719735,0.7773875
2014-11-03,-0.061652243,0.2164211,0.8047025
2014-11-04,-0.00036385655,0.23214999,0.7869437
2014-11-05,-0.09427966,0.23487926,0.7464566
2014-11-06,1.2808334,0.30723813,1.3300552
2014-11-07,-0.10952143,0.17323172,0.724303
2014-11-10,-0.10952143,0.17323172,0.724303
2014-11-11,-0.10952143,0.17323172,0.724303
2014-11-12,-0.10952143,0.17323172,0.724303
2014-11-13,-0.10952143,0.17323172,0.724303
2014-11-14,-0.10973041,0.16497502,0.7211069
2014-11-17,-0.11005132,0.15229806,0.7161994
2014-11-18,-0.11015348,0.14826348,0.71463764
2014-11-19,-0.090281025,0.13278109,0.71751285
2014-11-20,1.3058975,0.21641973,1.311247
2014-11-21,-0.09971656,0.05801925,0.6919136
2014-11-24,0.1664883,0.023749977,0.8906528
2014-11-25,0.09287575,-0.0026597083,0.85240924
2014-11-26,-1.2513001,0.02449432,0.2604456
2014-11-27,0.4555018,-0.004255742,1.0945525
2014-11-28,1.6361746,0.06389764,1.5924252
2014-12-01,-1.8618916,0.15383354,-0.24912472
2014-12-02,-1.0066689,0.07186213,0.21144232
2014-12-03,-0.8165969,0.018085152,0.38740233
2014-12-04,-0.11650081,-0.0034469366,0.75518405
2014-12-05,-0.11168386,-0.016612798,0.75226057
2014-12-08,-1.3129854,0.23249027,-0.047784686
2014-12-09,-0.91751665,0.28707594,0.051395267
2014-12-10,-0.6903964,0.34594434,0.061850786
2014-12-11,-0.6731542,0.45204166,-0.056989297
2014-12-12,0.10354521,0.4708659,0.2508207
2014-12-15,0.15809855,0.4621162,0.27491257
2014-12-16,-0.52969414,0.42858356,0.04388982
2014-12-17,0.136004,0.4163964,0.37551406
2014-12-18,0.14641555,0.41866446,0.3484045
2014-12-19,0.16799752,0.42450273,0.30430755
2014-12-22,0.53858083,0.4151118,0.45450202
2014-12-23,-0.33910793,0.44578788,-0.07189275
2014-12-24,0.8098651,0.49579,0.38011536
2014-12-25,0.2294527,0.4697258,0.036711514
2014-12-26,-0.2678005,0.44210127,-0.15233636
2014-12-29,0.4532848,0.4425135,0.18694296
2014-12-30,0.7428581,0.405754,0.37351534
2014-12-31,0.38928598,0.42674324,0.094406396
2015-01-05,0.22400494,0.39790726,0.013341427
2015-01-06,0.21201569,0.39575613,0.006951958
2015-01-07,0.54487246,0.40626526,0.15035963
2015-01-08,0.558674,0.3894435,0.15145552
2015-01-09,0.5831395,0.3737068,0.15718839
2015-01-12,1.0119436,0.38981572,0.3362421
2015-01-13,0.40833598,0.310177,0.06886467
2015-01-14,-0.90543956,0.33629766,-0.43375075
2015-01-15,0.9059195,0.32147774,0.42741367
2015-01-16,-0.27816415,0.29112068,-0.20874058
2015-01-19,0.15598726,0.27009878,0.009027615
2015-01-20,-0.70922184,0.38875484,-0.472095
2015-01-21,-0.63019425,0.40571836,-0.42458254
2015-01-22,0.4105307,0.36394805,0.08367497
2015-01-23,-0.4670692,0.39740777,-0.34000885
2015-01-26,0.20526555,0.3657684,-0.005136907
2015-01-27,-0.36571467,0.3960958,-0.28644612
2015-01-28,0.19214024,0.37483457,0.012356877
2015-01-29,0.51137906,0.39463896,0.13299128
2015-01-30,0.15594254,0.32294074,0.08992347
2015-02-02,-0.5562402,0.32868353,-0.16470434
2015-02-03,0.14523807,0.30607992,0.18853772
2015-02-04,0.14523809,0.3060799,0.18853769
2015-02-05,-0.5748426,0.4660132,-0.33045617
2015-02-06,0.20772399,0.43349114,0.06085792
2015-02-09,0.20772399,0.43349114,0.06085792
2015-02-10,0.20772399,0.43349114,0.06085792
2015-02-11,0.89057344,0.46394137,0.3515539
2015-02-12,0.18954034,0.3960328,0.042463213
2015-02-13,0.19418746,0.3958565,0.04468274
2015-02-24,0.18900314,0.39492634,0.041919917
2015-02-25,0.18353522,0.42721063,0.0041615367
2015-02-26,0.6704442,0.43157437,0.21049201
2015-02-27,0.19240856,0.3898808,-0.0010008961
2015-03-02,0.7074999,0.39427355,0.21358493
2015-03-03,-1.0922357,0.41304517,-0.4507947
2015-03-04,1.004905,0.3708159,0.5573114
2015-03-05,-0.46479863,0.36077583,-0.23592423
2015-03-06,-0.98644096,0.37729365,-0.30211598
2015-03-09,0.36223376,0.30136344,0.3541352
2015-03-10,0.33661777,0.28511092,0.33932337
2015-03-11,-0.5253734,0.37905973,-0.20035703
2015-03-12,-0.71687835,0.36211002,-0.14225253
2015-03-13,0.17289431,0.25745377,0.4441876
2015-03-16,0.08961986,0.24583921,0.4015589
2015-03-17,-0.6736489,0.36655915,-0.0971266
2015-03-18,0.14326444,0.33075944,0.30790266
2015-03-19,0.14326444,0.33075944,0.30790266
2015-03-20,0.14673328,0.32125303,0.3057364
2015-03-23,0.14673328,0.32125306,0.30573645
2015-03-24,0.14675371,0.32119697,0.30572364
2015-03-25,0.79619426,0.35165998,0.5832635
2015-03-26,0.12803228,0.2814545,0.28704283
2015-03-27,0.13026705,0.27534628,0.28568646
2015-03-30,0.1309592,0.2734545,0.28526637
2015-03-31,0.1747512,0.36195076,0.15101779
2015-04-01,-0.8891501,0.39516023,-0.18213373
2015-04-02,0.34408203,0.33991647,0.4179872
2015-04-03,0.8326047,0.35339907,0.6202972
2015-04-06,-0.40271652,0.32777387,-0.047746718
2015-04-07,0.14639093,0.32321328,0.22758228
2015-04-08,0.54802084,0.3388568,0.40087083
2015-04-09,0.77842927,0.3334321,0.49329183
2015-04-10,1.2279662,0.33850423,0.6778225
