date,latent_0,latent_1,latent_2
2014-09-24,0.38893786,0.13161126,0.020477295
2014-09-25,0.41913232,0.14348146,-0.019797713
2014-09-26,0.38603112,0.18993717,0.0045953393
2014-09-29,0.39644215,0.10650757,0.02312404
2014-09-30,0.45684907,-0.06348865,-0.0023999512
2014-10-01,0.45285663,-0.112384304,-0.012711048
2014-10-02,0.41030994,0.056193113,-0.033530563
2014-10-03,0.3655595,0.17505485,-0.015314937
2014-10-06,0.38843802,0.10957278,-0.02256465
2014-10-07,0.45942858,-0.29254842,-0.011692941
2014-10-08,0.37722299,-0.0067258924,-0.031493694
2014-10-09,0.33155087,0.14431089,-0.026621789
2014-10-10,0.33479097,-0.17629714,0.056281924
2014-10-13,0.36426696,-0.4228496,0.05714023
2014-10-14,0.44330654,-0.8737624,0.13077235
2014-10-15,0.14560431,0.20669113,0.036098123
2014-10-16,0.024782866,0.11072157,0.16233993
2014-10-17,-0.28267878,0.11028901,0.22893971
2014-10-20,0.15031046,0.58836895,0.10410702
2014-10-21,0.2206659,-0.11813332,0.15268457
2014-10-22,0.19183978,0.14430225,0.09805566
2014-10-23,0.16702464,0.075677454,0.15085554
2014-10-24,0.14967328,0.08078174,0.16750604
2014-10-27,0.059892118,0.41598743,0.22123092
2014-10-28,0.13768926,0.28997344,0.17678148
2014-10-29,0.19412923,0.27526143,0.13351265
2014-10-30,0.19167134,0.12176409,0.18266827
2014-10-31,0.21571654,0.24487819,0.12771729
2014-11-03,0.2802405,0.30961108,0.060810357
2014-11-04,0.3278283,0.14751697,0.050866604
2014-11-05,0.34400222,0.1433084,0.033987552
2014-11-06,0.3540171,0.12259118,0.024553597
2014-11-07,0.3654646,0.009465724,0.038429946
2014-11-10,0.34075633,0.113611706,0.02732557
2014-11-11,0.30068198,0.16890755,0.05707422
2014-11-12,0.32150435,0.00454244,0.07842791
2014-11-13,0.37059543,-0.4756819,0.12123275
2014-11-14,0.29024708,-0.21293171,0.091276586
2014-11-17,0.32586423,-0.47249538,0.092330754
2014-11-18,0.17597061,0.15301386,0.04996991
2014-11-19,0.15955445,0.11970286,0.08531338
2014-11-20,0.19186264,-0.10772513,0.112597525
2014-11-21,0.10814473,0.19236696,0.11472899
2014-11-24,0.14848006,-1.1076185,0.32018876
2014-11-25,-0.087524295,-0.416098,0.1573537
2014-11-26,-0.227959,-0.050709203,0.15708399
2014-11-27,-0.20368114,-0.13509752,0.16182101
2014-11-28,-0.14483619,-0.3241039,0.17612064
2014-12-01,-0.18794703,-0.10254516,0.098938525
2014-12-02,-0.24792539,0.123563044,0.03896466
2014-12-03,-0.23663914,0.123203754,0.011594176
2014-12-04,-0.26536706,0.19246627,0.04667622
2014-12-05,-0.25119108,0.068579346,0.07357553
2014-12-08,-0.29531765,0.15776208,0.09408021
2014-12-09,-0.3761276,0.40164495,0.14762771
2014-12-10,0.06329551,0.56545407,-0.03326103
