date,latent_0,latent_1,latent_2
2017-07-18,-0.07665488,-0.011300266,-0.32283014
2017-07-19,-0.083203614,-0.0044448674,-0.314677
2017-07-20,0.2051744,0.083179876,-0.42599642
2017-07-21,0.03409539,0.021848574,-0.44698972
2017-07-24,-0.5256392,-0.1343634,0.11381863
2017-07-25,-0.038416043,0.015310302,-0.3880918
2017-07-26,-0.19797015,0.029381014,-0.25389487
2017-07-27,-0.32217014,-0.04302816,-0.12645817
2017-07-28,-0.30846557,-0.05225061,-0.1069131
2017-07-31,-0.27729657,-0.04495342,-0.16369587
2017-08-01,-0.14876309,0.002736494,-0.31293017
2017-08-02,-0.13257934,0.0029996783,-0.32549363
2017-08-03,0.22298162,0.11954908,-0.37744844
2017-08-04,-0.14734904,0.017518058,-0.3156343
2017-08-07,-0.73035586,-0.24731503,0.4189973
2017-08-08,-0.17247777,-0.0057748556,-0.20084213
2017-08-09,-0.29026973,-0.062727556,-0.08922184
2017-08-10,-0.11127483,-0.00028517842,-0.3022158
2017-08-11,-0.11810042,0.08601944,-0.122637436
2017-08-14,-0.16960184,0.0716695,-0.12166533
2017-08-15,-0.1323196,0.073326245,-0.16388783
2017-08-16,-0.12638012,0.08473192,-0.1673609
2017-08-17,-0.11639333,0.096478246,-0.16921175
2017-08-18,-0.13431402,0.084605455,-0.16114205
2017-08-21,0.1420833,0.07299127,-0.4313268
2017-08-22,0.0039249063,0.10655321,-0.30230477
2017-08-23,-0.18413153,0.06907134,-0.24226071
2017-08-24,0.0679511,0.09414597,-0.38053516
2017-08-25,-0.09570694,0.07646103,-0.3162347
2017-08-28,-0.0074144453,0.07799126,-0.38427615
2017-08-29,-0.21785522,0.095440395,-0.20692044
2017-08-30,-0.3057777,0.06302169,-0.12460509
2017-08-31,-0.19885847,0.08277917,-0.23782179
2017-09-01,-0.18826592,0.08469699,-0.24800098
2017-09-05,0.61418253,0.07564689,-0.8390305
2017-09-06,-0.14421114,0.10500285,-0.30380237
2017-09-07,0.28479224,0.09982194,-0.62663966
2017-09-08,-0.12589625,0.11178003,-0.32910192
2017-09-11,-0.066900864,0.10915743,-0.37990698
2017-09-12,0.291703,0.085660234,-0.6853753
2017-09-13,-0.5392633,0.04871814,0.105342165
2017-09-14,-0.23475207,0.13668057,-0.22250317
2017-09-15,-0.18566665,0.14033356,-0.26917267
2017-09-18,-0.97252005,-0.18097655,0.59112835
2017-09-19,-0.20377587,0.11338383,-0.2872855
2017-09-20,-0.40506846,0.08269775,-0.10630601
2017-09-21,-0.25362736,0.116494834,-0.25730115
2017-09-22,-0.12615536,0.111876756,-0.3656028
2017-09-25,-0.2679715,0.12339471,-0.23608038
2017-09-26,-0.11667,0.11126271,-0.37804997
2017-09-27,-0.2934,0.12076764,-0.21356656
2017-09-28,-0.23170266,0.118462265,-0.2842061
2017-09-29,-0.32045376,0.11207192,-0.21191804
2017-10-02,-0.39059997,0.0865538,-0.15338464
2017-10-03,-0.5963744,0.014867023,0.040169284
2017-10-04,-0.1163131,0.27790284,-0.06470313
2017-10-05,-0.46776897,0.043115146,-0.07003078
2017-10-06,-0.12818533,0.2528531,-0.08525456
2017-10-09,-0.09105769,0.2556937,-0.104755126
2017-10-10,-0.13533933,0.25217825,-0.08174782
2017-10-11,0.1155193,0.22755843,-0.29743233
2017-10-12,-0.13851762,0.26981595,-0.056788504
2017-10-13,-0.10471016,0.26726452,-0.0870295
2017-10-16,0.17037915,0.24035728,-0.32316625
2017-10-17,-0.3904506,0.08262977,-0.14921752
2017-10-18,-0.090164885,0.24825235,-0.15470657
2017-10-19,-0.1655846,0.24967112,-0.10123562
2017-10-20,-0.108209565,0.2457453,-0.15391278
2017-10-23,-0.19434397,0.25483432,-0.05100689
2017-10-24,-0.10665235,0.2632026,-0.1304641
2017-10-25,-0.09248841,0.26235104,-0.1430002
2017-10-26,-0.04183741,0.26117414,-0.18234739
2017-10-27,-0.11856882,0.26228184,-0.1306214
2017-10-30,0.0045881867,0.25877374,-0.22320731
2017-10-31,0.39458942,0.24492712,-0.542328
2017-11-01,-0.15715913,0.3176467,-0.06489608
2017-11-02,-1.101102,-0.28919196,0.6252515
2017-11-03,-0.059596643,0.28709483,-0.031654224
2017-11-06,-0.35908002,0.13680546,0.359587
2017-11-07,-0.12740357,0.25946724,0.07965799
2017-11-08,-0.110673085,0.24903823,0.03997186
2017-11-09,-0.14570801,0.20205912,0.042745158
2017-11-10,-0.04179673,0.23554976,-0.052112825
2017-11-13,-0.29357195,0.07782507,0.3005466
2017-11-14,0.07656802,0.24529822,-0.07999056
2017-11-15,-0.1453744,0.12841395,0.09832202
2017-11-16,-0.015920863,0.20263188,-0.04632113
2017-11-17,-0.07147546,0.17932844,0.05488178
2017-11-20,-0.19016401,0.075929135,0.14691992
2017-11-21,-0.37137634,-0.059742346,0.2984969
2017-11-22,-0.104993105,0.034402847,-0.038027823
2017-11-23,-0.078441635,0.04702118,-0.027524129
2017-11-24,-0.02094017,0.055805705,-0.07560143
2017-11-27,-0.05219093,0.04508338,-0.06487366
2017-11-28,-0.03288813,0.053352855,-0.060322963
2017-11-29,-0.107439175,0.014404863,-0.021618828
2017-11-30,0.46265197,0.05516024,-0.5437051
2017-12-01,-0.30839342,-0.072135314,0.11269511
2017-12-04,0.19010176,0.023805842,-0.41181177
2017-12-05,-0.08836666,0.015660137,-0.17300946
2017-12-06,-0.12583037,0.015350342,-0.13277201
2017-12-07,-0.16617401,0.0039756894,-0.046324775
2017-12-08,-0.14276326,-0.015038371,-0.15347385
2017-12-11,0.13359286,0.032412887,-0.37314945
2017-12-12,-0.11242001,0.023026764,-0.14623204
2017-12-13,-0.16959578,0.012374148,-0.034839854
2017-12-14,-0.28073713,-0.08975215,-0.060006797
2017-12-15,0.04300049,0.007050872,-0.30293941
2017-12-18,-0.047267273,-0.0009701401,-0.24524513
2017-12-19,0.18144478,0.0056850165,-0.4667313
2017-12-20,-0.31730834,-0.088714674,-0.0056011826
2017-12-21,-0.029235765,-0.015849546,-0.31357878
2017-12-22,-0.16948348,-0.027874902,-0.1887922
2017-12-25,-0.29612374,-0.089044675,-0.024331957
2017-12-26,-0.06740199,-0.02334541,-0.2683996
2017-12-27,-0.09933899,-0.022960886,-0.2396704
2017-12-28,-0.13469312,-0.024403349,-0.20647945
2017-12-29,0.14961524,-0.007506445,-0.47777832
2018-01-02,-0.1403412,-0.010611072,-0.21249776
2018-01-03,-0.14721043,-0.010977656,-0.20585312
2018-01-04,-0.33171365,-0.09447439,0.007361695
2018-01-05,0.048085645,-0.0044370443,-0.3912006
2018-01-08,-0.51439196,-0.19988231,0.22816749
2018-01-09,-0.029843196,-0.044352993,-0.30769473
2018-01-10,-0.0927553,-0.04288791,-0.23900315
2018-01-11,0.11932014,-0.02820222,-0.4476533
2018-01-12,-0.23888758,-0.074957475,-0.11015731
2018-01-15,-0.22745538,-0.07956645,-0.0993368
2018-01-16,-0.1452525,-0.05557604,-0.18697919
2018-01-17,-0.74791133,-0.3711717,0.47361708
2018-01-18,0.05132197,-0.038154766,-0.23597139
2018-01-19,-0.2864677,-0.17907603,0.012351379
2018-01-22,-0.03739339,-0.10969049,-0.25189546
2018-01-23,-0.042674884,-0.10557823,-0.24994107
2018-01-24,-0.11670987,-0.10878213,-0.1805836
2018-01-25,-0.10337934,-0.10721697,-0.19373408
2018-01-26,-0.1301564,-0.084766984,-0.17771307
2018-01-29,-0.17345801,-0.10014351,-0.1429831
2018-01-30,-0.18150462,-0.080026224,-0.020864949
2018-01-31,-0.09224652,-0.04839368,-0.09599127
2018-02-01,0.06855135,-0.031816557,-0.251894
2018-02-02,-0.07799654,-0.03380139,-0.10118862
2018-02-05,-0.17892651,-0.084580585,0.14964758
2018-02-06,-0.30462968,-0.16650392,0.43500036
2018-02-07,-0.09622295,-0.11866064,0.13212262
2018-02-08,0.12601902,-0.05166155,-0.04231955
