date,log_return,vol_20,vol_60,vol_change,max_drawdown_60
2022-01-04,0.02063834226233041,0.02373158061390279,0.027490695001068665,-0.1410236952048951,-0.0888888888888889
2022-01-05,0.01992218016857983,0.02375426700820908,0.02754766050478853,0.0009555009592685495,-0.0705555555555556
2022-01-06,0.018066536114197618,0.023968996716973934,0.027617999956833148,0.008999010173154744,-0.053611111111111165
2022-01-07,-0.013891164703716541,0.023843043836058096,0.02769833264911967,-0.005268677853201872,-0.06666666666666665
2022-01-10,0.06398032966340672,0.027244438206126032,0.028792526849716015,0.13335683365384007,-0.0050000000000000044
2022-01-11,0.05776310720907318,0.028518561286178964,0.029529098912026444,0.045705734338938125,0.0
2022-01-12,0.05510683047088527,0.03025249929809591,0.030214124996915146,0.059023633903418124,0.0
2022-01-13,-0.06065579437212065,0.034009601433687635,0.03136799569108769,0.11706404085350361,-0.05885286783042398
2022-01-14,0.06687085477555499,0.0365246544139051,0.03144275438546907,0.07134459585481624,0.0
2022-01-17,-0.05266382813120529,0.03653552344739787,0.032146879469647435,0.00029753638482036046,-0.05130111524163572
2022-01-18,0.02272825107755594,0.036658938524062906,0.032103793735441005,0.003372254036048625,-0.029491945477075565
2022-01-19,0.06595796779179786,0.03911231792540645,0.033032154441580155,0.06478014933817737,0.0
2022-01-20,0.04693285718565399,0.03915694725421253,0.033430786110142746,0.0011404047843402232,0.0
2022-01-21,-0.0244759389855016,0.0381258431237396,0.033638031752873956,-0.02668550259806573,-0.024178832116788285
2022-01-24,-0.022456918200152387,0.03873715354525822,0.03339407512765032,0.015906825878023164,-0.045848540145985384
2022-01-25,0.039377011278482144,0.03905231023893911,0.033435060916752524,0.008102854079532304,-0.007527372262773668
2022-01-26,-0.05552388576674083,0.041839625881866634,0.033989818049841546,0.06894182543565851,-0.06113138686131392
2022-01-27,-0.0725393443810951,0.04565792377982949,0.03405456275126174,0.08733327068784422,-0.12682481751824815
2022-01-28,-0.07258192872676794,0.04902860816447225,0.03538424590545119,0.07122678402171696,-0.18795620437956206
2022-02-07,0.02606191309187622,0.04916250511403044,0.03545609788190671,0.0027272733918331745,-0.16651459854014594
2022-02-08,0.025399906420359386,0.04924638631315471,0.03556884924301908,0.0017047484465008078,-0.14507299270072993
2022-02-09,-0.01072971667256617,0.04928916455519179,0.03546646987955291,0.000868280243321008,-0.15419708029197077
2022-02-10,-0.011118758614420798,0.049318227126897735,0.03550340731081679,0.0005894602049014114,-0.1635492700729927
2022-02-11,0.06722783868496585,0.05110077909781898,0.0365026334762315,0.035506005235140047,-0.10538321167883213
2022-02-14,-0.018788353472544372,0.04963636000327618,0.03636975307293357,-0.02907610810014792,-0.12203467153284675
2022-02-15,0.025395747269625346,0.048286577208305675,0.03631891725194261,-0.02757000667484288,-0.09945255474452552
2022-02-16,-0.01685863682441635,0.046776747544475666,0.03624328082897125,-0.031767378647608674,-0.11450729927007297
2022-02-17,-0.024248352710355192,0.04503443637287166,0.03637036996646791,-0.037958773998710144,-0.135720802919708
2022-02-18,-0.027289012784455835,0.042550857465963966,0.03645497226275006,-0.05672743010574836,-0.15898722627737227
2022-02-21,0.03752935433869986,0.0419540149904354,0.03612048879206683,-0.014125866151568505,-0.12682481751824815
2022-02-22,-0.021120109214532334,0.041849353754495985,0.0353355922470128,-0.0024977818181632387,-0.14507299270072993
2022-02-23,0.06081293982333236,0.04142201057967737,0.035623240006237,-0.010263956337540106,-0.09146897810218979
2022-02-24,0.00974398715095326,0.039895110486059565,0.03556253480897553,-0.03755861464859544,-0.08257299270072993
2022-02-25,0.013582132486655851,0.039790075409804365,0.03558610105777865,-0.002636251884038059,-0.07002737226277367
2022-02-28,-0.032152302265881616,0.04010502725815486,0.03588364488471095,0.007884172882820189,-0.09945255474452552
2022-03-01,0.010582109330536937,0.0390096714259669,0.03582805570778161,-0.027692086819427888,-0.08987226277372262
2022-03-02,-0.018720506233508516,0.03729818422835347,0.0358989079993526,-0.044864943644855146,-0.10675182481751821
2022-03-03,0.022223136784710107,0.03378482499623014,0.03598587782150215,-0.09893288031293473,-0.08667883211678828
2022-03-04,-0.0072691133466786795,0.02898701966247806,0.036010994539098215,-0.15316355613543228,-0.09329379562043794
2022-03-07,-0.041084083369874236,0.030338726510859622,0.03639317274089831,0.0455768517966806,-0.1297901459854015
2022-03-08,-0.026561986566697726,0.03046806829973865,0.03563538734400762,0.004254193690381121,-0.1526003649635036
2022-03-09,-0.023697145916832696,0.0308342877659109,0.035736883511960804,0.011948111847427997,-0.17244525547445255
2022-03-10,0.005497539959195663,0.03077366083520737,0.03573763964369083,-0.0019681528753711045,-0.16788321167883213
2022-03-11,-0.04542412511425731,0.02795115174284716,0.03615866955537808,-0.09620071760357167,-0.20483576642335766
2022-03-14,-0.04488214777222588,0.02916732534089244,0.036607743069678844,0.04259066662955773,-0.23973540145985406
2022-03-15,0.02985296314968089,0.02944517116671706,0.03640396390814038,0.009480838687299277,-0.21669708029197077
2022-03-16,-0.01024449176130382,0.029365347411108817,0.03641687773721946,-0.0027146088628899746,-0.2246806569343066
2022-03-17,0.008495730021554238,0.0292447053852617,0.03642130700831617,-0.004116773464902469,-0.21806569343065696
2022-03-18,0.005817352065912829,0.02885137119584349,0.03642135002658237,-0.013541019884926373,-0.21350364963503654
2022-03-21,0.013539022884327068,0.02753077363229765,0.0354117483391461,-0.04685308346374364,-0.20278284671532842
2022-03-22,-0.004013766856472145,0.02725322741043254,0.03534193742322445,-0.010132465311774155,-0.20597627737226276
2022-03-23,-0.01155748201395923,0.0226537787770665,0.03537095999664239,-0.1848452052393549,-0.2151003649635036
2022-03-24,0.017000841680024692,0.02299688619317134,0.03527568349773844,0.015032145834021432,-0.20164233576642332
2022-03-25,0.009667405402137064,0.022828970249664876,0.03487244505735621,-0.007328466275114584,-0.19388686131386856
2022-03-28,-0.019429182604090656,0.02226580735081481,0.03496345639159829,-0.024978144205180918,-0.20939781021897808
2022-03-29,0.005753755804414951,0.022096257588398758,0.03496539612934718,-0.007643941361699124,-0.20483576642335766
2022-03-30,-0.009511528689973403,0.021929040539127573,0.03498079502960012,-0.007596440434736564,-0.21236313868613144
2022-03-31,0.068007735371582,0.026890853091357515,0.03600533587032067,0.20397430045514467,-0.15693430656934304
2022-04-01,-0.005970166986502434,0.026884115110223417,0.0360020014224219,-0.0002505990756929979,-0.16195255474452552
2022-04-04,0.02923635885795761,0.026363552806390588,0.03614828899758875,-0.019553107726737042,-0.1370894160583942
2022-04-05,-0.02706126284000554,0.02638983178471143,0.03627188837832099,0.0009962951471380785,-0.16012773722627738
2022-04-06,-0.02419029444951981,0.026412920139461747,0.036347938936922404,0.0008745130371154515,-0.1802007299270073
2022-04-07,-0.07209809313891213,0.030821216692412542,0.03748453265765324,0.15434996267020099,-0.23722627737226276
2022-04-08,-0.036886119863986266,0.030276689616471928,0.0377423970207851,-0.01782520379447883,-0.26484945255474457
2022-04-12,-0.030847292170102847,0.029428160859249937,0.03696570626388566,-0.028426019073062837,-0.2871806569343066
2022-04-13,-0.004168676872220445,0.02838030343501137,0.03611574042041286,-0.03625669217015094,-0.29014598540145986
2022-04-14,-0.013262364857460796,0.02841808370223291,0.03531108394267804,0.0013303286024247529,-0.2994981751824818
2022-04-15,-0.030751307196867472,0.028784443820383532,0.03471018943301335,0.012809399000194562,-0.3207116788321168
2022-04-18,-0.0720436683809762,0.03203614063637246,0.03453887778187223,0.10702952905194948,-0.3679288321167883
2022-04-19,-0.07141886694731525,0.03418168779101489,0.035047059639647785,0.06482537596678704,-0.41149635036496346
2022-04-20,-0.02790513154923957,0.03418849145913526,0.03493892064950506,0.00019902437662741316,-0.427691605839416
2022-04-21,-0.07016077978224367,0.0362059672597032,0.03451020431419827,0.05733484998208629,-0.4664689781021898
2022-04-22,0.001708671923616123,0.035554576889314515,0.03373780644963993,-0.018155048524255996,-0.4615031027350035
2022-04-25,-0.07256610356317594,0.03667238306189836,0.034636130055193295,0.030955064997355515,-0.4991955872213284
2022-04-26,-0.01712608393692605,0.03669169126090368,0.03461370868840426,0.0005263664638498864,-0.5076993794529994
2022-04-27,-0.028411001832779448,0.03601960317042453,0.034037901340299596,-0.018487005419175927,-0.49416909620991256
2022-04-28,0.06687728266057569,0.041471893743711595,0.035055262664924515,0.14095257934207162,-0.45401030169242085
2022-04-29,0.06731431465137305,0.04139294278862726,0.035489835959115756,-0.0019055358876582786,-0.4159921510914888
2022-05-04,0.03710235950174656,0.0433446101388542,0.034922707311730285,0.04607194877036063,-0.3939170959038508
2022-05-05,-0.05020759885040427,0.04223718236172445,0.03512024552621042,-0.025881424135521296,-0.4235957812116753
2022-05-06,-0.02542692468470875,0.04223213173823683,0.03492921172103388,-0.00011958478298544127,-0.43806720627912676
2022-05-09,-0.07145896398214546,0.04356136464803155,0.03587083611845791,0.03098927144660875,-0.4768211920529801
2022-05-10,0.0,0.04252419442071842,0.03588955540773953,-0.02409742554389598,-0.4768211920529801
2022-05-11,0.026372104339195346,0.04373183157960407,0.03478888428082443,0.028003047438228523,-0.4628403237674761
2022-05-12,-0.07144205223609035,0.0452120751055459,0.035674557417834346,0.033287943655385316,-0.49987736080451317
2022-05-13,-0.06692816497403697,0.046125626379391424,0.0360848491082446,0.020004478415660682,-0.5322541084130488
2022-05-16,0.01250667682809592,0.04681049002091836,0.03621849372307895,0.01473863807143223,-0.5263674270296788
2022-05-17,0.06612323064273617,0.05082750202338886,0.03754020370466338,0.08233024606891802,-0.49399067942114294
2022-05-18,0.013002831887606092,0.04964313719083336,0.03758844371874278,-0.023577424623529363,-0.48736816286485163
2022-05-19,-0.005758173299684088,0.04778969156765823,0.03708327278881768,-0.03805019071578706,-0.49031150355653663
2022-05-20,-0.016497220335578433,0.0476428826381405,0.0370649599861664,-0.0030767065812001278,-0.4986509688496443
2022-05-23,-0.008845266514965644,0.04550973496135307,0.035877898895503246,-0.045806983329012056,-0.5030659798871719
2022-05-24,0.0009866799024447204,0.045502596409078715,0.035808724691487825,-0.00015686996724076572,-0.5025754231052244
2022-05-25,0.03250346764516365,0.04358591688336305,0.036114582616177136,-0.043035287685799645,-0.47677322677322675
2022-05-26,0.0660290565156334,0.045964865994685716,0.037347639651561,0.05314321914521626,-0.44105894105894106
2022-05-27,0.018592833076615634,0.04551724507950464,0.03743472011002645,-0.009786052908673357,-0.43056943056943053
2022-05-30,-0.013689769989170486,0.043217188354492404,0.03741895450179097,-0.051852960500038,-0.4383116883116883
2022-05-31,-0.035297782081023854,0.0408981505465005,0.037335876134059344,-0.055153438458790185,-0.45383647798742144
2022-06-01,0.007342850798476519,0.03982777997327077,0.03740292424798523,-0.026520178455860587,-0.42673656618610745
2022-06-02,0.010914160180677257,0.03859135466736221,0.03727168245195087,-0.03153637100586078,-0.415543219666931
2022-06-03,-0.018257010979153776,0.038405382903638624,0.03722108961088387,-0.00483064823066247,-0.42611683848797255
2022-06-06,-0.04715630848270713,0.03644971139796666,0.037500753325131295,-0.052264074909181,-0.4525508855405762
2022-06-07,-0.032387521654914764,0.03709448497200292,0.03756550938272989,0.017534760076882663,-0.46999735659529474
2022-06-08,0.06749549162144675,0.03985110840692878,0.03857450123843002,0.0716818951614327,-0.4329896907216495
2022-06-09,0.023042494147155423,0.0365274935759727,0.0384731247587105,-0.08708497079874294,-0.41977266719534756
