date,weight
2020-10-16,1.0
2020-10-19,1.0
2020-10-20,1.0
2020-10-21,1.0
2020-10-22,1.0
2020-10-23,1.0
2020-10-26,1.0
2020-10-27,1.0
2020-10-28,1.0
2020-10-29,1.0
2020-10-30,1.0
2020-11-02,1.0
2020-11-03,1.0
2020-11-04,1.0
2020-11-05,1.0
2020-11-06,1.0
2020-11-09,1.0
2020-11-10,1.0
2020-11-11,1.0
2020-11-12,1.0
2020-11-13,1.0
2020-11-16,1.0
2020-11-17,1.0
2020-11-18,1.0
2020-11-19,1.0
2020-11-20,1.0
2020-11-23,1.0
2020-11-24,1.0
2020-11-25,1.0
2020-11-26,1.0
2020-11-27,1.0
2020-11-30,1.0
2020-12-01,1.0
2020-12-02,1.0
2020-12-03,1.0
2020-12-04,1.0
2020-12-07,1.0
2020-12-08,1.0
2020-12-09,1.0
2020-12-10,1.0
2020-12-11,1.0
2020-12-14,1.0
2020-12-15,1.0
2020-12-16,1.0
2020-12-17,1.0
2020-12-18,1.0
2020-12-21,1.0
2020-12-22,1.0
2020-12-23,1.0
2020-12-24,1.0
2020-12-25,1.0
2020-12-28,1.0
2020-12-29,1.0
2020-12-30,1.0
2020-12-31,1.0
2021-01-04,1.0
2021-01-05,1.0
2021-01-06,1.0
2021-01-07,1.0
2021-01-08,1.0
2021-01-11,1.0
2021-01-12,1.0
2021-01-13,1.0
2021-01-14,1.0
2021-01-15,1.0
2021-01-18,1.0
2021-01-19,1.0
2021-01-20,1.0
2021-01-21,1.0
2021-01-22,1.0
2021-01-25,1.0
2021-01-26,1.0
2021-01-27,0.7991184532998707
2021-01-28,1.0
2021-01-29,0.758461409030668
2021-02-01,1.0
2021-02-02,0.5461156786771812
2021-02-03,0.3990491566801718
2021-02-04,0.3647558492720039
2021-02-05,0.7241757131579762
2021-02-08,0.6052480633354156
2021-02-09,0.0
2021-02-17,0.0
2021-02-18,0.0
2021-02-19,0.2529105841633623
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,0.6911139319394546
2021-02-26,0.5990960817978284
2021-03-01,0.2351674969449744
2021-03-02,0.33664122151800524
2021-03-03,0.0
2021-03-04,0.4051795623119412
2021-03-05,1.0
2021-03-08,0.45739579881259307
2021-03-09,0.48059815680774365
2021-03-10,0.43417848981279417
2021-03-11,0.35767945332012674
2021-03-12,1.0
2021-03-15,0.5210336543473256
2021-03-16,0.44506145851788126
2021-03-17,0.4060980678166376
2021-03-18,0.2654310854525903
2021-03-19,0.6255564644557405
2021-03-22,0.5300166056776968
2021-03-23,0.402611926429019
2021-03-24,0.2567634929883619
2021-03-25,0.0
2021-03-26,0.0
2021-03-29,0.5284367542561801
2021-03-30,0.0
2021-03-31,1.0
2021-04-01,1.0
2021-04-02,0.2819999419511249
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.2645293936313624
2021-04-08,0.33663779174329433
2021-04-09,0.0
2021-04-12,0.0
2021-04-13,0.44315007448267174
2021-04-14,0.267370820942087
2021-04-15,0.3729680713864171
2021-04-16,0.2684513543446444
2021-04-19,0.39372245986304044
2021-04-20,1.0
2021-04-22,0.350002059937383
2021-04-23,0.2597248815033243
2021-04-26,1.0
2021-04-27,0.5927226937061052
2021-04-28,0.7895384750904857
2021-04-29,0.4297981081890416
2021-05-04,1.0
2021-05-05,0.7632788797475836
2021-05-06,0.40484383357282083
2021-05-07,1.0
2021-05-10,0.2983751632847793
2021-05-11,0.0
2021-05-12,1.0
2021-05-13,1.0
2021-05-14,1.0
2021-05-17,0.7268597037321716
2021-05-18,0.7816817367489722
2021-05-19,0.7433288113511856
2021-05-20,0.5770954649693412
2021-05-21,1.0
2021-05-24,0.2152253939832569
2021-05-25,1.0
2021-05-26,0.608753199902526
2021-05-27,1.0
2021-05-28,1.0
2021-05-31,1.0
2021-06-01,1.0
2021-06-02,1.0
2021-06-03,0.5884911585652983
2021-06-04,0.4717322387081285
2021-06-07,1.0
2021-06-08,1.0
2021-06-09,1.0
2021-06-10,0.7845980036716359
2021-06-11,1.0
2021-06-14,1.0
2021-06-15,1.0
2021-06-16,1.0
2021-06-17,1.0
2021-06-18,1.0
2021-06-21,0.7975577471819285
2021-06-22,1.0
2021-06-23,1.0
2021-06-24,1.0
2021-06-25,1.0
2021-06-28,1.0
2021-06-29,1.0
2021-06-30,0.7621291795847427
2021-07-01,1.0
2021-07-02,1.0
2021-07-05,0.7341527776362484
2021-07-06,1.0
2021-07-07,0.5374350583020089
2021-07-08,0.5561705607424667
2021-07-09,1.0
2021-07-12,0.3422878739164491
2021-07-13,0.0
2021-07-14,1.0
2021-07-15,1.0
2021-07-16,0.5208766596316956
2021-07-19,1.0
2021-07-20,0.5150860375325947
2021-07-21,0.32838677366317703
2021-07-22,0.5678485819002336
2021-07-23,0.0
2021-07-26,0.4285618974258776
2021-07-27,1.0
2021-07-28,0.5970114468818596
2021-07-29,0.0
2021-07-30,1.0
2021-08-02,1.0
2021-08-03,0.24612833729492622
2021-08-04,0.3768622299836327
2021-08-05,1.0
2021-08-06,1.0
2021-08-09,1.0
2021-08-10,0.6486599961191327
2021-08-11,1.0
2021-08-12,1.0
2021-08-13,0.5018701760676039
2021-08-16,0.4890916620093847
2021-08-17,0.7794990859627693
2021-08-18,1.0
2021-08-19,1.0
2021-08-20,1.0
2021-08-23,0.7253027307916051
2021-08-24,1.0
2021-08-25,1.0
2021-08-26,1.0
2021-08-27,0.5375764585869348
2021-08-30,0.5764063155993695
2021-08-31,1.0
2021-09-01,1.0
2021-09-06,1.0
2021-09-07,1.0
2021-09-08,1.0
2021-09-09,1.0
2021-09-10,1.0
2021-09-13,1.0
2021-09-14,1.0
2021-09-15,1.0
2021-09-16,0.648180475895866
2021-09-17,0.581146971058432
2021-09-20,1.0
2021-09-21,1.0
2021-09-22,1.0
2021-09-23,1.0
2021-09-24,1.0
2021-09-27,1.0
2021-09-28,1.0
2021-09-29,1.0
2021-09-30,1.0
2021-10-01,1.0
2021-10-04,0.7235439602562773
2021-10-05,0.4916980496596113
2021-10-06,1.0
2021-10-07,1.0
2021-10-08,1.0
2021-10-11,1.0
2021-10-12,1.0
2021-10-13,1.0
2021-10-14,1.0
2021-10-15,1.0
2021-10-18,1.0
2021-10-19,1.0
2021-10-20,1.0
2021-10-21,1.0
2021-10-22,1.0
2021-10-25,1.0
2021-10-26,1.0
2021-10-27,1.0
2021-10-28,1.0
2021-10-29,1.0
2021-11-01,1.0
2021-11-02,1.0
2021-11-03,1.0
2021-11-04,1.0
2021-11-05,1.0
2021-11-08,1.0
2021-11-09,1.0
2021-11-10,1.0
2021-11-11,1.0
2021-11-12,1.0
2021-11-15,1.0
2021-11-16,1.0
2021-11-17,1.0
2021-11-18,1.0
2021-11-19,1.0
2021-11-22,1.0
2021-11-23,1.0
2021-11-24,1.0
2021-11-25,1.0
2021-11-26,1.0
2021-11-29,1.0
2021-11-30,1.0
2021-12-01,1.0
2021-12-02,1.0
2021-12-03,1.0
2021-12-06,1.0
2021-12-07,0.48201339040757707
2021-12-08,1.0
2021-12-09,1.0
2021-12-10,0.48169688951331346
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.5095891597674664
2021-12-16,0.0
2021-12-17,0.43623374958088135
2021-12-20,0.0
2021-12-21,0.31447259355435697
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-27,0.0
2021-12-28,0.2221805247938038
2021-12-29,0.0
2021-12-30,1.0
